Axon X, Axon Y, Axon D, Axon Dies
7.801754, -1.282006, 0.6253939, False
8.361594, -0.6221206, 0.7053512, False
9.245407, 0.6065999, 1.921779, False
8.215569, 1.943328, 1.053073, False
6.102355, -5.37453, 0.9450364, False
7.003874, -4.544641, 1.105639, False
7.563553, -3.313704, 1.198764, False
7.87873, -2.160242, 0.7927292, False
8.459649, -1.532583, 0.5177352, False
8.904963, -1.051439, 0.3934549, False
10.28843, -1.24069, 1.999243, False
10.696, 0.2509261, 0.6933516, False
10.97436, 1.724253, 1.905432, False
9.482016, 2.085492, 0.7654619, False
8.824, 2.759637, 0.7186348, False
8.07768, 2.817585, 0.3784991, False
7.552843, 3.089154, 0.4033701, False
6.697145, 4.217083, 0.4377474, True
6.420369, 4.785281, 0.4262987, True
-1.370811, -7.876089, 0.9048708, True
-0.5879213, -8.48247, 0.6756483, True
0.449562, -8.757367, 1.070921, True
1.736982, -8.241661, 1.302814, True
3.637113, -7.181248, 0.9006146, False
4.668325, -6.861128, 0.8588989, False
6.678975, -7.393882, 2.901168, False
8.005482, -5.573713, 1.203336, False
8.09251, -4.328374, 0.8934163, False
8.858, -3.437393, 1.055899, False
8.24725, -2.755269, 0.3752866, False
10.27667, -3.12249, 1.549459, False
11.59758, -2.328891, 1.132495, False
11.66767, -1.325864, 0.478451, False
11.53469, -0.5522187, 0.6915349, False
11.52538, 0.3570337, 0.7270651, False
12.14299, 0.969241, 0.6121678, False
12.49252, 1.820124, 0.8275921, False
12.23566, 3.314375, 1.804742, False
10.79991, 3.14202, 0.6873704, False
10.15969, 2.704503, 0.4635116, False
9.549388, 3.2852, 0.8213363, False
8.727821, 3.452196, 0.4553974, False
7.993629, 4.597022, 1.864649, False
6.833909, 5.700486, 0.9369657, True
6.316896, 6.889245, 1.255675, True
5.631832, 7.789942, 0.6075684, True
4.796536, 8.584719, 1.298415, False
3.680769, 8.060144, 0.7674443, True
2.637151, 8.102466, 0.9215062, True
1.373752, 8.05257, 1.207263, False
-7.863568, 1.499715, 0.741845, False
-9.85114, 1.580315, 2.836566, False
-9.713366, -0.4216157, 0.7767665, True
-9.858974, -2.012175, 2.017654, False
-8.373093, -2.347654, 0.6289116, False
-7.555188, -2.332971, 0.6071613, False
-5.754683, -5.398768, 0.7738789, True
-4.399583, -6.7418, 0.7465188, True
-3.879086, -7.45759, 0.6235355, True
-3.202603, -7.729402, 0.4345601, True
-2.415155, -7.778327, 0.7433729, True
-1.989199, -8.619541, 0.7424474, True
-1.150495, -9.328938, 1.054521, True
0.2205005, -10.31198, 1.9195, False
1.43645, -9.372236, 0.7540361, True
2.499305, -9.353155, 0.9720158, True
3.879462, -8.60282, 1.769854, False
5.241824, -8.578362, 0.5553095, True
5.838061, -9.273831, 0.876821, True
6.764016, -9.257208, 0.5753882, True
7.442873, -9.018629, 0.4637324, True
7.948221, -8.628072, 0.4136256, True
8.45172, -8.090657, 0.6592308, True
9.138298, -6.871309, 1.739482, False
