Iteration, Small_Alive, Small_Dead, Medium_Alive, Medium_Dead, Large_Alive, Large_Dead, Mean_Diameter_Alive, Mean_Diameter_Dead
1, 4032, 6, 4027, 12, 4035, 3, 2.784728, 1.45074
51, 4030, 8, 4024, 15, 4034, 4, 2.778779, 5.478571
101, 4024, 14, 4021, 18, 4033, 5, 2.784035, 2.03918
151, 4022, 16, 4019, 20, 4031, 7, 2.777997, 4.771542
201, 4020, 18, 4015, 24, 4028, 10, 2.786861, 1.760779
251, 4016, 22, 4009, 30, 4027, 11, 2.788987, 1.681863
301, 4010, 28, 4003, 36, 4023, 15, 2.789875, 1.767646
351, 4006, 32, 3997, 42, 4022, 16, 2.791767, 1.733709
401, 4005, 33, 3992, 47, 4021, 17, 2.784785, 2.377084
451, 4001, 37, 3988, 51, 4017, 21, 2.784966, 2.401525
501, 3996, 42, 3982, 57, 4012, 26, 2.794882, 1.794514
551, 3986, 52, 3978, 61, 4006, 32, 2.787962, 2.282515
601, 3975, 63, 3971, 68, 4002, 36, 2.791599, 2.141309
651, 3967, 71, 3963, 76, 3999, 39, 2.793442, 2.111593
701, 3959, 79, 3953, 86, 3992, 46, 2.770553, 3.727315
751, 3955, 83, 3942, 97, 3983, 55, 2.799743, 2.009493
801, 3947, 91, 3931, 108, 3977, 61, 2.790692, 2.380773
851, 3937, 101, 3925, 114, 3969, 69, 2.792954, 2.333179
901, 3932, 106, 3917, 122, 3963, 75, 2.792191, 2.383178
951, 3924, 114, 3908, 131, 3955, 83, 2.804126, 2.083851
1001, 3916, 122, 3899, 140, 3948, 90, 2.805257, 2.098676
1051, 3906, 132, 3891, 148, 3937, 101, 2.771843, 3.156063
1101, 3892, 146, 3874, 165, 3930, 108, 2.808933, 2.119418
1151, 3881, 157, 3860, 179, 3925, 113, 2.797652, 2.381028
1201, 3872, 166, 3851, 188, 3915, 123, 2.797973, 2.396167
1251, 3862, 176, 3837, 202, 3899, 139, 2.76845, 3.146245
1301, 3840, 198, 3825, 214, 3887, 151, 2.8008, 2.406276
1351, 3819, 219, 3805, 234, 3877, 161, 2.805848, 2.356092
1401, 3802, 236, 3787, 252, 3865, 173, 2.818527, 2.213311
1451, 3786, 252, 3769, 270, 3848, 190, 2.81961, 2.238537
1501, 3768, 270, 3748, 291, 3829, 209, 2.80682, 2.427473
1551, 3748, 290, 3733, 306, 3807, 231, 2.808458, 2.432458
1601, 3739, 299, 3713, 326, 3787, 251, 2.802184, 2.522237
1651, 3716, 322, 3699, 340, 3765, 273, 2.769222, 2.950162
1701, 3693, 345, 3673, 366, 3748, 290, 2.808887, 2.487814
1751, 3675, 363, 3651, 388, 3733, 305, 2.82841, 2.332456
1801, 3667, 371, 3630, 409, 3716, 322, 2.767194, 2.946034
1851, 3640, 398, 3609, 430, 3689, 349, 2.829922, 2.368197
1901, 3611, 427, 3581, 458, 3670, 368, 2.833887, 2.365431
1951, 3576, 462, 3552, 487, 3651, 387, 2.838203, 2.361842
2001, 3554, 484, 3535, 504, 3629, 409, 2.821284, 2.488989
2051, 3533, 505, 3505, 534, 3603, 435, 2.841268, 2.383652
2101, 3504, 534, 3479, 560, 3573, 465, 2.840711, 2.40836
2151, 3472, 566, 3445, 594, 3539, 499, 2.767459, 2.880718
2201, 3440, 598, 3409, 630, 3507, 531, 2.847592, 2.419158
2251, 3407, 631, 3370, 669, 3477, 561, 2.822953, 2.557385
2301, 3365, 673, 3338, 701, 3446, 592, 2.83232, 2.527131
2351, 3329, 709, 3311, 728, 3420, 618, 2.84046, 2.504415
2401, 3300, 738, 3280, 759, 3386, 652, 2.85766, 2.448478
2451, 3263, 775, 3240, 799, 3348, 690, 2.768688, 2.843412
2501, 3237, 801, 3213, 826, 3323, 715, 2.862483, 2.462912
2551, 3200, 838, 3187, 852, 3284, 754, 2.856521, 2.49741
2601, 3159, 879, 3156, 883, 3253, 785, 2.854177, 2.520115
2651, 3127, 911, 3115, 924, 3224, 814, 2.867132, 2.489621
2701, 3080, 958, 3074, 965, 3193, 845, 2.867561, 2.504627
2751, 3024, 1014, 3046, 993, 3157, 881, 2.866909, 2.516533
