Iteration, Small_Alive, Small_Dead, Medium_Alive, Medium_Dead, Large_Alive, Large_Dead, Mean_Diameter_Alive, Mean_Diameter_Dead
1, 4045, 15, 4065, 15, 4023, 19, 2.774241, 3.055272
51, 4044, 16, 4065, 15, 4023, 19, 2.774795, 2.897767
101, 4042, 18, 4065, 15, 4023, 19, 2.775874, 2.641703
151, 4040, 20, 4064, 16, 4023, 19, 2.776793, 2.469459
201, 4040, 20, 4063, 17, 4021, 21, 2.789146, 2.498774
251, 4039, 21, 4063, 17, 4021, 21, 2.77655, 2.530807
301, 4039, 21, 4061, 19, 4019, 23, 2.76047, 3.019069
351, 4038, 22, 4059, 21, 4018, 24, 2.761037, 2.88479
401, 4037, 23, 4058, 22, 4016, 26, 2.789638, 2.478702
451, 4036, 24, 4058, 22, 4015, 27, 2.775426, 2.750552
501, 4035, 25, 4058, 22, 4014, 28, 2.790243, 2.414177
551, 4035, 25, 4056, 24, 4013, 29, 2.790215, 2.431051
601, 4034, 26, 4056, 24, 4012, 30, 2.790489, 2.406401
651, 4034, 26, 4056, 24, 4011, 31, 2.790899, 2.365758
701, 4034, 26, 4056, 24, 4009, 33, 2.791731, 2.290442
751, 4034, 26, 4055, 25, 4007, 35, 2.792408, 2.241565
801, 4033, 27, 4053, 27, 4006, 36, 2.75984, 3.037004
851, 4031, 29, 4052, 28, 4006, 36, 2.774451, 2.890332
901, 4028, 32, 4049, 31, 4005, 37, 2.775218, 2.783059
951, 4026, 34, 4046, 34, 4003, 39, 2.775172, 2.787952
1001, 4024, 36, 4045, 35, 4003, 39, 2.776068, 2.687146
1051, 4022, 38, 4044, 36, 4002, 40, 2.790567, 2.494595
1101, 4021, 39, 4043, 37, 4002, 40, 2.761921, 2.734769
1151, 4020, 40, 4042, 38, 4000, 42, 2.776841, 2.618266
1201, 4018, 42, 4040, 40, 4000, 42, 2.762369, 2.691525
1251, 4016, 44, 4038, 42, 4000, 42, 2.778242, 2.50483
1301, 4014, 46, 4036, 44, 4000, 42, 2.778939, 2.455832
1351, 4012, 48, 4031, 49, 4000, 42, 2.778969, 2.466786
1401, 4012, 48, 4031, 49, 3999, 43, 2.78773, 2.779035
1451, 4011, 49, 4030, 50, 3999, 43, 2.765954, 2.416711
1501, 4010, 50, 4025, 55, 3999, 43, 2.768087, 2.292378
1551, 4004, 56, 4024, 56, 3997, 45, 2.781076, 2.36075
1601, 3997, 63, 4023, 57, 3997, 45, 2.784796, 2.171446
1651, 3994, 66, 4022, 58, 3997, 45, 2.767018, 2.3911
1701, 3994, 66, 4020, 60, 3997, 45, 2.768031, 2.33573
1751, 3991, 69, 4020, 60, 3995, 47, 2.787191, 2.086238
1801, 3989, 71, 4018, 62, 3993, 49, 2.767072, 2.411848
1851, 3989, 71, 4017, 63, 3992, 50, 2.767289, 2.403628
1901, 3987, 73, 4015, 65, 3992, 50, 2.767929, 2.375272
1951, 3986, 74, 4014, 66, 3990, 52, 2.78707, 2.140097
2001, 3985, 75, 4014, 66, 3990, 52, 2.787624, 2.119265
2051, 3985, 75, 4013, 67, 3990, 52, 2.767999, 2.38282
2101, 3985, 75, 4012, 68, 3990, 52, 2.768461, 2.361184
2151, 3985, 75, 4011, 69, 3990, 52, 2.768962, 2.337978
2201, 3983, 77, 4011, 69, 3990, 52, 2.788189, 2.107421
2251, 3982, 78, 4010, 70, 3988, 54, 2.787946, 2.128544
2301, 3981, 79, 4009, 71, 3988, 54, 2.768862, 2.355776
2351, 3981, 79, 4009, 71, 3987, 55, 2.783838, 3.063062
2401, 3980, 80, 4007, 73, 3987, 55, 2.788167, 2.134027
2451, 3979, 81, 4007, 73, 3986, 56, 2.788405, 2.130414
2501, 3978, 82, 4006, 74, 3986, 56, 2.788704, 2.123937
2551, 3978, 82, 4005, 75, 3986, 56, 2.769673, 2.33449
2601, 3978, 82, 4005, 75, 3986, 56, 2.769673, 2.33449
2651, 3978, 82, 4004, 76, 3986, 56, 2.770145, 2.315359
2701, 3978, 82, 4003, 77, 3985, 57, 2.782905, 3.118432
2751, 3978, 82, 4001, 79, 3985, 57, 2.771382, 2.269968
2801, 3977, 83, 4000, 80, 3985, 57, 2.771836, 2.253554
2851, 3977, 83, 3999, 81, 3985, 57, 2.772291, 2.237468
2901, 3977, 83, 3999, 81, 3985, 57, 2.772291, 2.237468
2951, 3976, 84, 3999, 81, 3984, 58, 2.787964, 2.174817
3001, 3975, 85, 3999, 81, 3984, 58, 2.7885, 2.156959
3051, 3974, 86, 3999, 81, 3983, 59, 2.788847, 2.148224
3101, 3973, 87, 3999, 81, 3982, 60, 2.78281, 3.107941
3151, 3972, 88, 3998, 82, 3981, 61, 2.78919, 2.147341
3201, 3972, 88, 3998, 82, 3981, 61, 2.78919, 2.147341
3251, 3971, 89, 3997, 83, 3980, 62, 2.771084, 2.308489
3301, 3969, 91, 3996, 84, 3980, 62, 2.771472, 2.295564
3351, 3968, 92, 3996, 84, 3980, 62, 2.790902, 2.101405
3401, 3968, 92, 3996, 84, 3978, 64, 2.783298, 3.057274
3451, 3968, 92, 3996, 84, 3978, 64, 2.783298, 3.057274
3501, 3968, 92, 3994, 86, 3978, 64, 2.771724, 2.29487
3551, 3968, 92, 3994, 86, 3977, 65, 2.783296, 3.053201
3601, 3966, 94, 3994, 86, 3977, 65, 2.790708, 2.124235
3651, 3965, 95, 3992, 88, 3977, 65, 2.771933, 2.296269
3701, 3963, 97, 3991, 89, 3977, 65, 2.79177, 2.101485
3751, 3961, 99, 3989, 91, 3977, 65, 2.772806, 2.273683
3801, 3959, 101, 3988, 92, 3976, 66, 2.79303, 2.079424
3851, 3959, 101, 3988, 92, 3975, 67, 2.781538, 3.14945
3901, 3957, 103, 3988, 92, 3975, 67, 2.793874, 2.060858
3951, 3956, 104, 3987, 93, 3974, 68, 2.794025, 2.062169
4001, 3955, 105, 3987, 93, 3974, 68, 2.794575, 2.048432
4051, 3955, 105, 3986, 94, 3973, 69, 2.772305, 2.310858
4101, 3955, 105, 3985, 95, 3973, 69, 2.772822, 2.294017
4151, 3953, 107, 3984, 96, 3972, 70, 2.781062, 3.16072
4201, 3952, 108, 3982, 98, 3972, 70, 2.773621, 2.276247
4251, 3951, 109, 3980, 100, 3972, 70, 2.774488, 2.251688
4301, 3951, 109, 3980, 100, 3971, 71, 2.780489, 3.187447
4351, 3949, 111, 3980, 100, 3971, 71, 2.7957, 2.04874
4401, 3949, 111, 3980, 100, 3970, 72, 2.780585, 3.176466
4451, 3949, 111, 3978, 102, 3968, 74, 2.77392, 2.284054
4501, 3949, 111, 3975, 105, 3968, 74, 2.775389, 2.24246
4551, 3948, 112, 3975, 105, 3968, 74, 2.794246, 2.10665
4601, 3945, 115, 3973, 107, 3968, 74, 2.795636, 2.076928
4651, 3943, 117, 3971, 109, 3968, 74, 2.776755, 2.212263
4701, 3942, 118, 3970, 110, 3968, 74, 2.796858, 2.054354
4751, 3942, 118, 3968, 112, 3967, 75, 2.777897, 2.186901
4801, 3941, 119, 3968, 112, 3967, 75, 2.796831, 2.061481
4851, 3939, 121, 3967, 113, 3967, 75, 2.797745, 2.043876
4901, 3939, 121, 3967, 113, 3967, 75, 2.797745, 2.043876
4951, 3938, 122, 3966, 114, 3966, 76, 2.778097, 3.285491
5001, 3938, 122, 3966, 114, 3966, 76, 2.778097, 3.285491
5051, 3938, 122, 3965, 115, 3966, 76, 2.778579, 2.178817
5101, 3938, 122, 3965, 115, 3965, 77, 2.778317, 3.267591
5151, 3938, 122, 3965, 115, 3965, 77, 2.778317, 3.267591
5201, 3936, 124, 3964, 116, 3965, 77, 2.778562, 2.18459
