Iteration, Small_Alive, Small_Dead, Medium_Alive, Medium_Dead, Large_Alive, Large_Dead, Mean_Diameter_Alive, Mean_Diameter_Dead
1, 4023, 37, 4058, 22, 4028, 14, 2.78676, 1.5268
51, 4019, 41, 4058, 22, 4028, 14, 2.78911, 1.419374
101, 4016, 44, 4055, 25, 4028, 14, 2.79016, 1.416971
151, 4011, 49, 4049, 31, 4027, 15, 2.765263, 2.292889
201, 4006, 54, 4046, 34, 4025, 17, 2.793205, 1.445342
251, 4002, 58, 4042, 38, 4023, 19, 2.766323, 2.267126
301, 3997, 63, 4034, 46, 4022, 20, 2.794718, 1.541884
351, 3990, 70, 4029, 51, 4020, 22, 2.797177, 1.527008
401, 3988, 72, 4025, 55, 4019, 23, 2.797281, 1.55653
451, 3983, 77, 4024, 56, 4017, 25, 2.799282, 1.533589
501, 3981, 79, 4022, 58, 4016, 26, 2.799748, 1.542109
551, 3980, 80, 4015, 65, 4013, 29, 2.773504, 2.030854
601, 3973, 87, 4013, 67, 4011, 31, 2.800964, 1.602239
651, 3970, 90, 4007, 73, 4008, 34, 2.774005, 4.394393
701, 3967, 93, 4001, 79, 4008, 34, 2.777264, 1.971997
751, 3959, 101, 3990, 90, 4006, 36, 2.802927, 1.691417
801, 3952, 108, 3984, 96, 4006, 36, 2.805872, 1.65567
851, 3943, 117, 3976, 104, 4004, 38, 2.766103, 5.056467
901, 3938, 122, 3970, 110, 4004, 38, 2.787969, 1.812573
951, 3931, 129, 3963, 117, 4000, 42, 2.763644, 5.07245
1001, 3927, 133, 3958, 122, 3999, 43, 2.791091, 1.807251
1051, 3919, 141, 3952, 128, 3994, 48, 2.79157, 1.83858
1101, 3914, 146, 3946, 134, 3992, 50, 2.816125, 1.680213
1151, 3904, 156, 3940, 140, 3992, 50, 2.820562, 1.64198
1201, 3898, 162, 3938, 142, 3990, 52, 2.794507, 1.851089
1251, 3896, 164, 3930, 150, 3987, 55, 2.797581, 1.820876
1301, 3890, 170, 3921, 159, 3986, 56, 2.823313, 1.676097
1351, 3880, 180, 3914, 166, 3985, 57, 2.80289, 1.789837
1401, 3870, 190, 3909, 171, 3983, 59, 2.831768, 1.624667
1451, 3860, 200, 3903, 177, 3978, 64, 2.83509, 1.620894
1501, 3849, 211, 3899, 181, 3975, 67, 2.840042, 1.593859
1551, 3843, 217, 3889, 191, 3971, 71, 2.80672, 1.844465
1601, 3833, 227, 3879, 201, 3967, 75, 2.809233, 1.843838
1651, 3829, 231, 3868, 212, 3964, 78, 2.813613, 1.814012
1701, 3823, 237, 3862, 218, 3960, 82, 2.8148, 1.820488
1751, 3817, 243, 3856, 224, 3957, 85, 2.845007, 1.679975
1801, 3812, 248, 3845, 235, 3950, 92, 2.843622, 1.724752
1851, 3800, 260, 3841, 239, 3945, 97, 2.848773, 1.701108
1901, 3792, 268, 3835, 245, 3941, 101, 2.851276, 1.699953
