Iteration, Small_Alive, Small_Dead, Medium_Alive, Medium_Dead, Large_Alive, Large_Dead, Mean_Diameter_Alive, Mean_Diameter_Dead
1, 15640, 86, 16208, 87, 16292, 50, 2.871289, 2.103057
51, 15635, 91, 16207, 88, 16292, 50, 2.770663, 2.087198
101, 15625, 101, 16203, 92, 16292, 50, 2.873324, 1.902277
151, 15619, 107, 16191, 104, 16292, 50, 2.8736, 1.916497
201, 15611, 115, 16185, 110, 16291, 51, 2.874481, 1.863404
251, 15602, 124, 16183, 112, 16289, 53, 2.772324, 1.993853
301, 15596, 130, 16179, 116, 16288, 54, 2.876196, 1.774396
351, 15591, 135, 16177, 118, 16287, 55, 2.876744, 1.751934
401, 15588, 138, 16173, 122, 16285, 57, 2.876823, 1.767522
451, 15581, 145, 16169, 126, 16282, 60, 2.877436, 1.755161
501, 15577, 149, 16162, 133, 16279, 63, 2.77333, 1.994527
551, 15571, 155, 16152, 143, 16278, 64, 2.774294, 1.940042
601, 15564, 162, 16144, 151, 16277, 65, 2.752309, 4.438166
651, 15552, 174, 16141, 154, 16275, 67, 2.774858, 1.9405
701, 15546, 180, 16134, 161, 16269, 73, 2.775144, 1.94813
751, 15537, 189, 16125, 170, 16265, 77, 2.880701, 1.74796
801, 15523, 203, 16123, 172, 16261, 81, 2.882505, 1.688178
851, 15512, 214, 16105, 190, 16256, 86, 2.776794, 1.934474
901, 15502, 224, 16100, 195, 16253, 89, 2.750702, 4.276999
951, 15491, 235, 16089, 206, 16249, 93, 2.884764, 1.701859
1001, 15475, 251, 16074, 221, 16244, 98, 2.778482, 1.929895
1051, 15462, 264, 16064, 231, 16238, 104, 2.887038, 1.698626
1101, 15450, 276, 16054, 241, 16234, 108, 2.779351, 1.942438
1151, 15443, 283, 16046, 249, 16231, 111, 2.779909, 1.933359
1201, 15429, 297, 16033, 262, 16228, 114, 2.889647, 1.695114
1251, 15417, 309, 16020, 275, 16223, 119, 2.890463, 1.700778
1301, 15402, 324, 16011, 284, 16221, 121, 2.892179, 1.674279
1351, 15390, 336, 15996, 299, 16216, 126, 2.783243, 1.896486
1401, 15376, 350, 15983, 312, 16211, 131, 2.893925, 1.688065
1451, 15361, 365, 15974, 321, 16208, 134, 2.895591, 1.667536
1501, 15352, 374, 15955, 340, 16204, 138, 2.786214, 1.864054
1551, 15345, 381, 15947, 348, 16199, 143, 2.895962, 1.704159
1601, 15331, 395, 15931, 364, 16193, 149, 2.742634, 4.539289
1651, 15321, 405, 15923, 372, 16191, 151, 2.897825, 1.70432
1701, 15316, 410, 15914, 381, 16183, 159, 2.742291, 4.461186
1751, 15307, 419, 15896, 399, 16178, 164, 2.790287, 1.838121
1801, 15297, 429, 15880, 415, 16174, 168, 2.898074, 1.762196
1851, 15284, 442, 15868, 427, 16173, 169, 2.89941, 1.749387
1901, 15268, 458, 15854, 441, 16167, 175, 2.793535, 1.81207
1951, 15255, 471, 15847, 448, 16161, 181, 2.739243, 4.524469
2001, 15243, 483, 15829, 466, 16153, 189, 2.794764, 1.822994
2051, 15232, 494, 15819, 476, 16151, 191, 2.795565, 1.816803
2101, 15218, 508, 15814, 481, 16145, 197, 2.904739, 1.739226
2151, 15201, 525, 15804, 491, 16138, 204, 2.906365, 1.729904
2201, 15192, 534, 15792, 503, 16132, 210, 2.906727, 1.739452
2251, 15182, 544, 15779, 516, 16125, 217, 2.797093, 1.845974
2301, 15175, 551, 15767, 528, 16121, 221, 2.79803, 1.839606
2351, 15166, 560, 15756, 539, 16113, 229, 2.798502, 1.845368
2401, 15154, 572, 15745, 550, 16106, 236, 2.736262, 4.311908
2451, 15142, 584, 15736, 559, 16100, 242, 2.909087, 1.778176
2501, 15128, 598, 15727, 568, 16090, 252, 2.736053, 4.225205
2551, 15120, 606, 15713, 582, 16080, 262, 2.799964, 1.876323
2601, 15111, 615, 15692, 603, 16073, 269, 2.735416, 4.169184
2651, 15100, 626, 15679, 616, 16064, 278, 2.909926, 1.833797
2701, 15087, 639, 15662, 633, 16059, 283, 2.734496, 4.150402
2751, 15071, 655, 15640, 655, 16052, 290, 2.911531, 1.8445
2801, 15061, 665, 15626, 669, 16042, 300, 2.911598, 1.85902
2851, 15043, 683, 15613, 682, 16034, 308, 2.733144, 4.105782
2901, 15028, 698, 15597, 698, 16028, 314, 2.732495, 4.112666
2951, 15011, 715, 15583, 712, 16021, 321, 2.73191, 4.111781
3001, 14992, 734, 15568, 727, 16013, 329, 2.917432, 1.838792
3051, 14979, 747, 15553, 742, 16003, 339, 2.731219, 4.071157
3101, 14960, 766, 15541, 754, 15996, 346, 2.810651, 1.866691
3151, 14952, 774, 15520, 775, 15992, 350, 2.919688, 1.850945
3201, 14942, 784, 15504, 791, 15984, 358, 2.919862, 1.861288
3251, 14928, 798, 15491, 804, 15975, 367, 2.814659, 1.848179
3301, 14917, 809, 15479, 816, 15967, 375, 2.815252, 1.851144
3351, 14900, 826, 15469, 826, 15960, 382, 2.815447, 1.859181
3401, 14886, 840, 15458, 837, 15951, 391, 2.923906, 1.860182
3451, 14871, 855, 15442, 853, 15946, 396, 2.727946, 4.010104
3501, 14852, 874, 15426, 869, 15935, 407, 2.926543, 1.85676
3551, 14835, 891, 15413, 882, 15925, 417, 2.92779, 1.856393
3601, 14816, 910, 15395, 900, 15915, 427, 2.929008, 1.858928
3651, 14801, 925, 15376, 919, 15911, 431, 2.820544, 1.870651
3701, 14783, 943, 15359, 936, 15899, 443, 2.7254, 3.965423
3751, 14766, 960, 15341, 954, 15892, 450, 2.932372, 1.862921
3801, 14752, 974, 15327, 968, 15883, 459, 2.933242, 1.865126
3851, 14741, 985, 15312, 983, 15875, 467, 2.824291, 1.874135
3901, 14723, 1003, 15303, 992, 15866, 476, 2.824296, 1.88268
3951, 14712, 1014, 15285, 1010, 15851, 491, 2.825159, 1.886376
