Iteration, Small_Alive, Small_Dead, Medium_Alive, Medium_Dead, Large_Alive, Large_Dead, Mean_Diameter_Alive, Mean_Diameter_Dead
1, 3912, 12, 3913, 7, 3985, 4, 2.820881, 1.493549
51, 3911, 13, 3913, 7, 3985, 4, 2.82155, 1.394563
101, 3909, 15, 3911, 9, 3985, 4, 2.820904, 2.294648
151, 3909, 15, 3908, 12, 3984, 5, 2.768364, 4.808992
201, 3907, 17, 3907, 13, 3984, 5, 2.822533, 1.504383
251, 3907, 17, 3905, 15, 3984, 5, 2.823586, 1.807001
301, 3905, 19, 3902, 18, 3983, 6, 2.82237, 1.676653
351, 3902, 22, 3901, 19, 3981, 8, 2.823449, 1.641481
401, 3898, 26, 3896, 24, 3980, 9, 2.825872, 1.817247
451, 3896, 28, 3895, 25, 3978, 11, 2.766669, 4.309253
501, 3890, 34, 3891, 29, 3977, 12, 2.826476, 1.910034
551, 3887, 37, 3890, 30, 3977, 12, 2.82871, 1.568038
601, 3884, 40, 3883, 37, 3975, 14, 2.828964, 1.847178
651, 3880, 44, 3882, 38, 3973, 16, 2.828454, 1.925063
701, 3878, 46, 3877, 43, 3973, 16, 2.830803, 1.818283
751, 3877, 47, 3874, 46, 3973, 16, 2.83229, 1.75909
801, 3876, 48, 3870, 50, 3970, 19, 2.762083, 4.617819
851, 3871, 53, 3866, 54, 3967, 22, 2.834014, 1.794656
901, 3867, 57, 3861, 59, 3966, 23, 2.835899, 1.759412
951, 3862, 62, 3858, 62, 3964, 25, 2.833232, 1.794648
1001, 3859, 65, 3852, 68, 3963, 26, 2.838635, 1.746897
1051, 3855, 69, 3848, 72, 3962, 27, 2.834824, 1.81105
1101, 3853, 71, 3843, 77, 3960, 29, 2.757965, 4.540269
1151, 3846, 78, 3840, 80, 3958, 31, 2.837297, 1.807305
1201, 3839, 85, 3834, 86, 3956, 33, 2.843488, 1.759071
1251, 3833, 91, 3827, 93, 3955, 34, 2.846268, 1.726287
1301, 3824, 100, 3823, 97, 3954, 35, 2.846144, 1.695574
1351, 3820, 104, 3820, 100, 3952, 37, 2.847519, 1.689316
1401, 3813, 111, 3812, 108, 3950, 39, 2.750731, 4.816016
1451, 3806, 118, 3803, 117, 3947, 42, 2.851104, 1.711123
