Axon X, Axon Y, Axon D, Axon Dies
-12.28698, 9.391514, 0.617277, False
-13.16401, 8.985676, 0.9154816, False
-14.33181, 8.756974, 1.064484, False
-15.17327, 7.465274, 1.618728, False
-14.21828, 6.771678, 0.3418587, True
-15.04498, 5.86152, 1.317277, True
-14.71666, 4.80996, 0.4859698, True
-15.19952, 4.068739, 0.8832791, True
-8.505174, 13.00174, 0.979678, True
-12.89846, 10.79955, 2.056751, False
-14.97735, 10.31203, 1.81383, False
-15.15555, 9.051277, 0.3327292, False
-15.73051, 8.631751, 0.6907535, False
-16.52887, 8.049214, 0.8858342, False
-16.73676, 6.578442, 1.684951, False
-16.20217, 5.065241, 1.124757, True
-15.84675, 4.268489, 0.2201081, True
-15.99039, 3.62742, 0.6938204, True
-15.70712, 2.56082, 1.113331, True
-5.479303, -14.65179, 0.6045376, False
-4.739665, -14.67486, 0.4754589, False
12.40406, -11.01222, 2.175505, False
12.9452, -9.739227, 0.1909608, False
13.65351, -9.245405, 1.135953, False
14.29094, -8.392752, 0.5932104, False
14.57333, -7.546139, 0.7917221, False
14.06599, -6.861988, 0.5117496, False
14.83512, -6.117918, 1.228529, False
14.53926, -5.219352, 0.2635058, False
15.65433, -4.087726, 0.748231, False
16.36421, -3.592808, 0.5825132, False
16.95228, -2.924949, 0.7972208, False
16.88467, -2.060574, 0.5368109, False
16.66702, -1.399511, 0.4551321, False
16.21709, -0.5312105, 1.100758, False
15.36054, 0.07091558, 0.5932705, False
15.34811, 1.68832, 0.8721552, False
-6.768558, 14.50643, 1.717584, False
-8.216809, 14.10981, 0.8855749, True
-9.293948, 13.81482, 0.9480289, True
-10.55852, 13.23897, 1.430997, False
-11.45164, 12.53528, 0.4430753, False
-12.64841, 12.69503, 1.571675, False
-13.83962, 12.03292, 0.7540474, False
-14.6572, 11.66061, 0.6426669, False
-15.41139, 11.51767, 0.4925664, False
-16.08122, 11.07179, 0.7167616, False
-16.72071, 9.910798, 1.534162, False
-17.38656, 8.701962, 0.8260123, False
-17.28182, 7.939651, 0.3129342, False
-18.4279, 7.417758, 1.8057, False
-18.17184, 5.554095, 1.556645, False
-17.31103, 4.339497, 1.020765, True
-16.77379, 3.436213, 0.6811773, True
-16.72152, 2.512738, 0.7687277, True
-16.24324, 1.837881, 0.4855882, True
-11.58955, -10.62551, 0.9657949, True
-9.814047, -12.59476, 1.439017, False
-8.695339, -13.56459, 1.122119, False
-7.768713, -13.25156, 0.4340288, False
-7.975218, -15.24039, 1.965025, False
-6.499696, -15.35011, 0.5941669, False
-4.785036, -16.61144, 3.263076, False
-2.861933, -15.39018, 0.8931583, False
-2.018652, -15.24908, 0.4168487, False
0.939873, -16.61952, 2.590911, False
2.494809, -15.79852, 0.525829, False
3.130429, -15.52544, 0.4577713, False
5.399734, -16.06691, 3.808247, False
8.140155, -14.61998, 1.989656, False
10.3905, -13.43181, 2.699855, False
11.93326, -12.45208, 0.5552807, False
12.8842, -12.76113, 1.044513, False
13.58866, -12.02732, 0.5899199, False
13.92074, -11.33097, 0.5530381, False
14.36975, -10.38944, 1.133202, False
14.78708, -9.297259, 0.8051894, False
14.82029, -8.55943, 0.2719635, False
15.32588, -8.032784, 0.7881345, False
15.93703, -6.977628, 1.250608, False
15.80857, -5.865697, 0.5880461, False
15.84928, -4.961147, 0.8228856, False
16.56658, -4.324633, 0.6951013, False
17.32168, -3.7556, 0.7958958, False
17.77951, -2.965147, 0.6310487, False
17.74686, -2.033021, 0.8343458, False
17.34586, -1.170146, 0.6686547, False
17.04443, -0.5215328, 0.3618096, False
16.92098, 0.103431, 0.5122709, False
16.13937, 0.6107849, 0.9514017, False
16.27032, 1.653085, 0.7495857, False
15.84512, 2.404346, 0.5769017, False
15.43045, 3.016975, 0.5026461, False
16.13842, 3.194574, 0.5571588, False
17.40798, 3.623464, 1.722941, False
17.12759, 5.042905, 0.7707973, False
16.75649, 6.04388, 0.964305, False
15.89283, 6.269703, 0.4210858, False
15.30716, 6.232015, 0.3526718, False
15.56544, 7.113645, 1.084697, False
15.07469, 8.85282, 2.129483, False
13.67411, 8.413013, 0.4065447, False
8.034544, 13.76384, 0.8744218, False
7.385869, 14.72219, 1.040055, False
6.580191, 14.53841, 0.21269, False
5.870643, 14.92213, 1.000632, False
4.588369, 15.75447, 1.656832, False
3.364666, 16.86234, 1.244573, False
2.485529, 17.53868, 0.5738235, True
1.719604, 17.87683, 0.7006711, True
0.6952113, 17.97521, 0.95754, True
-0.4483782, 17.40252, 1.200401, True
-0.8870618, 16.01639, 1.307381, True
-5.896208, 15.61515, 0.7455686, True
-6.852006, 15.94869, 0.8790756, True
-7.979085, 15.49293, 1.152404, True
-8.576085, 14.79345, 0.2868154, True
-9.32502, 14.80524, 0.8112389, True
-10.12591, 14.3205, 0.6610935, True
-11.21229, 14.51341, 1.145658, False
-11.58876, 13.58838, 0.4517591, False
-12.29811, 13.90154, 0.6990301, False
-14.01249, 14.3498, 2.445014, False
-14.88872, 12.60982, 1.051296, False
-16.18545, 12.20263, 1.267029, False
-16.74063, 11.28998, 0.4694488, False
-17.60946, 11.01716, 0.9518744, False
-18.01025, 10.03236, 0.7745893, False
-18.30802, 9.091497, 0.7991231, False
-19.4121, 8.645041, 1.182734, False
-19.64104, 7.651608, 0.4562114, True
-19.86087, 6.697727, 1.101557, True
-19.41488, 5.681341, 0.7183135, True
-19.15542, 4.932428, 0.4668546, True
-18.71703, 3.667054, 1.81147, False
-17.70838, 2.547915, 0.8017277, True
-17.18183, 1.732731, 0.7391843, True
-16.81388, 0.31252, 1.795017, False
-16.24032, -1.343023, 1.309148, True
-15.38724, -2.14943, 0.6386546, True
-15.25394, -3.432117, 1.250749, True
-14.71609, -4.432006, 0.6199828, True
-14.61552, -5.504445, 1.134304, True
-14.46516, -6.362392, 0.2077461, True
-14.76159, -7.299054, 1.357154, False
-13.89645, -7.994771, 0.4631989, True
-14.01501, -8.798211, 0.7610802, True
-14.14904, -9.706518, 0.6752045, True
-13.71005, -10.38614, 0.5429381, True
-13.0082, -10.86349, 0.7546585, True
-12.21664, -11.89718, 1.449242, True
-11.04235, -12.23138, 0.5925909, True
-11.13059, -13.55621, 1.66293, False
-9.891618, -14.9309, 1.638325, False
-9.251042, -16.12177, 0.6661195, True
-8.373662, -17.26752, 1.820092, False
-7.357569, -16.44121, 0.3992532, False
-6.845567, -17.0093, 0.7302855, False
-6.440136, -17.76302, 0.5814019, False
-5.951893, -19.64755, 2.912098, False
-4.053769, -18.74757, 0.8892567, False
-3.291276, -18.12749, 0.6763424, False
-3.077979, -17.50074, 0.2477559, False
-2.800218, -16.97751, 0.5370064, False
-1.535233, -16.4974, 1.769061, False
-0.6511726, -17.86605, 1.08963, False
0.5255411, -18.66638, 1.356553, False
1.757959, -18.30833, 0.8102022, False
2.187943, -17.63458, 0.3883186, False
2.693722, -17.06718, 0.7318935, False
3.465174, -17.22136, 0.4415248, False
3.832946, -18.05948, 0.9889864, False
4.62608, -18.08905, 0.1983833, False
5.174772, -18.46224, 0.7287688, False
6.064464, -18.35248, 0.6641018, False
6.672534, -17.93402, 0.412194, False
7.211651, -17.49559, 0.5775761, False
7.893696, -16.73044, 1.072434, False
9.884087, -16.32128, 2.591586, False
11.17862, -15.08408, 0.5897413, False
11.66549, -14.53789, 0.4736292, False
12.12957, -13.92493, 0.6640177, False
13.03039, -13.81381, 0.7512887, False
13.75937, -13.31213, 0.6185692, False
14.33349, -12.55383, 0.8836653, False
14.75181, -11.58616, 0.8247763, False
15.29955, -10.86269, 0.5900868, False
15.6195, -9.92255, 0.9960939, False
15.90162, -8.808514, 0.9023132, False
16.43768, -7.968563, 0.6905458, False
17.10411, -7.220931, 0.9125363, False
16.83925, -6.099787, 0.9914721, False
16.92982, -5.073603, 0.6688728, False
18.13546, -4.723329, 1.442115, False
18.57111, -3.443218, 0.8623071, False
18.42986, -2.520993, 0.6036521, False
18.66961, -1.57426, 0.9495859, False
17.98639, -1.000191, 0.4351842, False
17.63937, -0.436716, 0.4883319, False
17.64558, 0.3367231, 0.6585961, False
18.53596, 1.73188, 2.25154, False
18.67964, 3.359848, 0.61705, False
