Axon X, Axon Y, Axon D, Axon Dies
12.09553, 10.13732, 1.188587, False
14.34763, -5.716876, 0.4096493, False
15.60572, -5.960374, 1.753226, False
16.3754, -4.488983, 1.16785, False
16.23696, -2.719183, 1.982562, False
15.54405, -1.381945, 0.6296309, False
15.84333, 1.492375, 0.9962458, False
15.48504, 2.580599, 0.8951344, False
15.72768, 3.563846, 0.7303541, False
15.33807, 4.490328, 0.8797805, False
14.27241, 7.845683, 1.337082, False
14.18256, 8.994311, 0.5671916, False
13.80841, 9.884038, 0.9631983, False
13.14692, 10.94366, 1.135091, False
12.12361, 11.79291, 1.124521, False
10.89035, 12.65985, 1.490449, False
9.950258, 11.78876, 0.6728152, False
9.52383, 12.61172, 0.7809411, False
8.92708, 13.56763, 1.072843, False
7.957411, 13.69707, 0.4836965, False
-4.246866, 15.19321, 1.028234, False
-5.581332, 15.26361, 1.244408, False
-6.893707, 15.6591, 1.096939, False
-7.913847, 15.54922, 0.5551436, False
-9.085036, 15.611, 1.390491, False
-9.733939, 14.43292, 0.8994383, True
-10.10436, 13.05965, 1.545264, False
-9.06665, 12.527, 0.3875972, False
-10.98752, 11.65229, 1.433715, False
-0.7523986, -15.47366, 0.3971872, False
-0.1567737, -16.18578, 1.059555, False
1.492024, -16.72163, 2.007818, False
12.53661, -8.682418, 0.3793151, False
13.16145, -8.352508, 0.6338534, False
13.25307, -7.623237, 0.4361548, False
14.08382, -7.095669, 1.132065, False
15.225, -7.367959, 0.8143635, False
16.34499, -7.271647, 1.033882, False
16.94243, -6.407664, 0.6669751, False
16.79382, -5.655355, 0.4667159, False
17.68777, -4.981685, 1.372011, False
18.33567, -3.286083, 1.85833, False
17.51468, -2.07317, 0.6709524, False
16.93868, -1.551693, 0.4830305, False
16.30408, -0.8773367, 0.9689725, False
16.06604, 0.3276884, 1.087648, False
16.68979, 1.091189, 0.4841464, False
16.86467, 1.932353, 0.8341568, False
16.44443, 2.836646, 0.7601882, False
16.56546, 3.800005, 0.7816771, False
16.34694, 4.906234, 1.073532, False
16.01438, 6.084789, 0.9756218, False
15.57385, 7.032723, 0.71497, False
15.46714, 7.956366, 0.7446028, False
15.11046, 8.918447, 0.9075379, False
14.48584, 9.483942, 0.3776184, False
14.84732, 10.24192, 0.901905, False
14.39892, 11.4514, 1.27794, False
13.38608, 11.99914, 0.6249809, False
12.80924, 12.71976, 0.8211341, False
11.99363, 13.34723, 0.8369464, False
11.03899, 14.2115, 1.338561, False
10.12552, 13.55345, 0.5130641, False
