Iteration, Small_Alive, Small_Dead, Medium_Alive, Medium_Dead, Large_Alive, Large_Dead, Mean_Diameter_Alive, Mean_Diameter_Dead
1, 4031, 7, 4031, 8, 4034, 4, 2.782298, 2.294775
51, 4031, 7, 4031, 8, 4034, 4, 2.782298, 2.294775
101, 4029, 9, 4028, 11, 4033, 5, 2.779716, 4.182885
151, 4027, 11, 4026, 13, 4033, 5, 2.783883, 1.815009
201, 4027, 11, 4024, 15, 4032, 6, 2.779019, 4.416925
251, 4026, 12, 4019, 20, 4032, 6, 2.786864, 1.555093
301, 4026, 12, 4018, 21, 4030, 8, 2.778492, 4.273196
351, 4023, 15, 4013, 26, 4029, 9, 2.788507, 1.585758
401, 4022, 16, 4009, 30, 4028, 10, 2.789975, 1.549861
451, 4018, 20, 4005, 34, 4025, 13, 2.781363, 2.799513
501, 4015, 23, 4001, 38, 4025, 13, 2.791973, 1.60058
551, 4013, 25, 3995, 44, 4025, 13, 2.794715, 1.514108
601, 4012, 26, 3994, 45, 4023, 15, 2.794456, 1.565467
651, 4010, 28, 3993, 46, 4020, 18, 2.793911, 1.639585
701, 4008, 30, 3990, 49, 4019, 19, 2.782268, 2.67258
751, 4005, 33, 3986, 53, 4017, 21, 2.795718, 1.656159
801, 4003, 35, 3985, 54, 4016, 22, 2.774006, 4.141007
851, 4002, 36, 3980, 59, 4015, 23, 2.797696, 1.638617
901, 4000, 38, 3978, 61, 4014, 24, 2.772912, 4.210052
951, 3997, 41, 3976, 63, 4012, 26, 2.772827, 4.11256
1001, 3990, 48, 3972, 67, 4009, 29, 2.785497, 2.44522
1051, 3987, 51, 3969, 70, 4009, 29, 2.799249, 1.732636
1101, 3983, 55, 3966, 73, 4008, 30, 2.770595, 4.232024
1151, 3981, 57, 3963, 76, 4004, 34, 2.787096, 2.387283
1201, 3981, 57, 3961, 78, 4002, 36, 2.771514, 3.886316
1251, 3981, 57, 3959, 80, 4000, 38, 2.771776, 3.800048
1301, 3976, 62, 3956, 83, 3998, 40, 2.786554, 2.454334
1351, 3974, 64, 3954, 85, 3997, 41, 2.787011, 2.436359
1401, 3971, 67, 3953, 86, 3995, 43, 2.771254, 3.729045
1451, 3970, 68, 3951, 88, 3991, 47, 2.800433, 1.897684
1501, 3966, 72, 3949, 90, 3990, 48, 2.788547, 2.390704
1551, 3963, 75, 3945, 94, 3987, 51, 2.801281, 1.919728
1601, 3960, 78, 3943, 96, 3985, 53, 2.771819, 3.505844
1651, 3956, 82, 3937, 102, 3985, 53, 2.803684, 1.89613
1701, 3951, 87, 3934, 105, 3981, 57, 2.791252, 2.336471
1751, 3947, 91, 3926, 113, 3980, 58, 2.791565, 2.342857
1801, 3941, 97, 3922, 117, 3978, 60, 2.807208, 1.894355
1851, 3938, 100, 3917, 122, 3973, 65, 2.792911, 2.330249
1901, 3934, 104, 3915, 124, 3968, 70, 2.769183, 3.477001
1951, 3927, 111, 3910, 129, 3964, 74, 2.79487, 2.306818
2001, 3921, 117, 3906, 133, 3961, 77, 2.768493, 3.448159
2051, 3920, 118, 3899, 140, 3960, 78, 2.810623, 1.949217
2101, 3918, 120, 3893, 146, 3957, 81, 2.794553, 2.353766
2151, 3914, 124, 3892, 147, 3951, 87, 2.768622, 3.364203
2201, 3911, 127, 3889, 150, 3948, 90, 2.768631, 3.343951
2251, 3907, 131, 3884, 155, 3945, 93, 2.795144, 2.373157
2301, 3900, 138, 3875, 164, 3940, 98, 2.795724, 2.378189
2351, 3891, 147, 3872, 167, 3936, 102, 2.799222, 2.311169
2401, 3883, 155, 3865, 174, 3932, 106, 2.813921, 2.044304
2451, 3870, 168, 3859, 180, 3928, 110, 2.806154, 2.212484
2501, 3864, 174, 3850, 189, 3927, 111, 2.81767, 2.029001
2551, 3859, 179, 3845, 194, 3913, 125, 2.814995, 2.102357
2601, 3852, 186, 3835, 204, 3911, 127, 2.806008, 2.272949
2651, 3839, 199, 3825, 214, 3905, 133, 2.809583, 2.238797
2701, 3831, 207, 3816, 223, 3898, 140, 2.821237, 2.0882
2751, 3822, 216, 3806, 233, 3893, 145, 2.823665, 2.080009
2801, 3811, 227, 3796, 243, 3888, 150, 2.81503, 2.217768
2851, 3804, 234, 3786, 253, 3881, 157, 2.828131, 2.071966
2901, 3802, 236, 3780, 259, 3876, 162, 2.829559, 2.068635
2951, 3792, 246, 3770, 269, 3870, 168, 2.758446, 3.311445
3001, 3785, 253, 3765, 274, 3858, 180, 2.814142, 2.292419
3051, 3776, 262, 3755, 284, 3852, 186, 2.831253, 2.113235
3101, 3764, 274, 3748, 291, 3843, 195, 2.83083, 2.135945
3151, 3758, 280, 3734, 305, 3840, 198, 2.836393, 2.099739
3201, 3750, 288, 3722, 317, 3835, 203, 2.819223, 2.289679
3251, 3743, 295, 3714, 325, 3831, 207, 2.75563, 3.259406
3301, 3739, 299, 3706, 333, 3823, 215, 2.84381, 2.079132
3351, 3734, 304, 3694, 345, 3815, 223, 2.756896, 3.201587
3401, 3723, 315, 3690, 349, 3809, 229, 2.846132, 2.089642
3451, 3716, 322, 3678, 361, 3808, 230, 2.851479, 2.060309
3501, 3708, 330, 3668, 371, 3801, 237, 2.82258, 2.319341
3551, 3694, 344, 3651, 388, 3792, 246, 2.85763, 2.057483
3601, 3681, 357, 3635, 404, 3788, 250, 2.827504, 2.306639
3651, 3666, 372, 3629, 410, 3781, 257, 2.862381, 2.058376
3701, 3654, 384, 3623, 416, 3775, 263, 2.861981, 2.073448
3751, 3645, 393, 3614, 425, 3770, 268, 2.74553, 3.286793
3801, 3634, 404, 3603, 436, 3760, 278, 2.865506, 2.080482
3851, 3624, 414, 3596, 443, 3753, 285, 2.865849, 2.090103
3901, 3611, 427, 3587, 452, 3742, 296, 2.846068, 2.235036
3951, 3601, 437, 3577, 462, 3733, 305, 2.847342, 2.238513
4001, 3593, 445, 3562, 477, 3727, 311, 2.871754, 2.101307
4051, 3580, 458, 3557, 482, 3718, 320, 2.8515, 2.233932
4101, 3567, 471, 3545, 494, 3703, 335, 2.851983, 2.24732
4151, 3557, 481, 3530, 509, 3694, 344, 2.74668, 3.15487
4201, 3541, 497, 3515, 524, 3691, 347, 2.879689, 2.117185
4251, 3532, 506, 3494, 545, 3680, 358, 2.855813, 2.262409
4301, 3516, 522, 3478, 561, 3672, 366, 2.738603, 3.211366
4351, 3503, 535, 3466, 573, 3666, 372, 2.864029, 2.240782
4401, 3491, 547, 3457, 582, 3658, 380, 2.89549, 2.099322
4451, 3484, 554, 3450, 589, 3650, 388, 2.867521, 2.240199
