Iteration, Small_Alive, Small_Dead, Medium_Alive, Medium_Dead, Large_Alive, Large_Dead, Mean_Diameter_Alive, Mean_Diameter_Dead
1, 4043, 17, 4067, 13, 4025, 17, 2.760275, 3.199341
51, 4041, 19, 4067, 13, 4025, 17, 2.777767, 2.246012
101, 4040, 20, 4067, 13, 4025, 17, 2.778298, 2.165422
151, 4040, 20, 4066, 14, 4025, 17, 2.760327, 3.153006
201, 4039, 21, 4063, 17, 4025, 17, 2.761559, 2.78925
251, 4037, 23, 4063, 17, 4024, 18, 2.787774, 2.757314
301, 4037, 23, 4063, 17, 4024, 18, 2.787774, 2.757314
351, 4036, 24, 4062, 18, 4022, 20, 2.760787, 2.961997
401, 4036, 24, 4061, 19, 4021, 21, 2.761036, 2.898203
451, 4034, 26, 4060, 20, 4019, 23, 2.788924, 2.563054
501, 4034, 26, 4059, 21, 4018, 24, 2.789113, 2.540733
551, 4033, 27, 4059, 21, 4018, 24, 2.77866, 2.270298
601, 4033, 27, 4055, 25, 4018, 24, 2.762725, 2.591445
651, 4033, 27, 4055, 25, 4017, 25, 2.78858, 2.636284
701, 4032, 28, 4055, 25, 4017, 25, 2.778072, 2.373159
751, 4031, 29, 4052, 28, 4017, 25, 2.777995, 2.397808
801, 4031, 29, 4052, 28, 4017, 25, 2.777995, 2.397808
851, 4031, 29, 4052, 28, 4017, 25, 2.777995, 2.397808
901, 4031, 29, 4052, 28, 4017, 25, 2.777995, 2.397808
951, 4031, 29, 4049, 31, 4017, 25, 2.765038, 2.322514
1001, 4030, 30, 4049, 31, 4017, 25, 2.777937, 2.418213
1051, 4030, 30, 4048, 32, 4017, 25, 2.765392, 2.291463
1101, 4029, 31, 4047, 33, 4017, 25, 2.778092, 2.409773
1151, 4028, 32, 4047, 33, 4017, 25, 2.778647, 2.351441
1201, 4028, 32, 4046, 34, 4017, 25, 2.766104, 2.234679
1251, 4027, 33, 4046, 34, 4017, 25, 2.779021, 2.318687
1301, 4027, 33, 4044, 36, 4016, 26, 2.785935, 3.050754
1351, 4027, 33, 4044, 36, 4016, 26, 2.785935, 3.050754
1401, 4027, 33, 4040, 40, 4015, 27, 2.768315, 2.091038
1451, 4027, 33, 4040, 40, 4015, 27, 2.768315, 2.091038
1501, 4025, 35, 4035, 45, 4014, 28, 2.777153, 2.55987
1551, 4025, 35, 4032, 48, 4013, 29, 2.771472, 1.938762
1601, 4024, 36, 4032, 48, 4012, 30, 2.784845, 3.161222
1651, 4024, 36, 4029, 51, 4012, 30, 2.772515, 1.905374
1701, 4024, 36, 4026, 54, 4012, 30, 2.774037, 1.840061
1751, 4021, 39, 4026, 54, 4009, 33, 2.776103, 2.690419
1801, 4020, 40, 4025, 55, 4009, 33, 2.773057, 1.928712
1851, 4019, 41, 4022, 58, 4009, 33, 2.774343, 1.883248
1901, 4019, 41, 4020, 60, 4008, 34, 2.774994, 1.869276
1951, 4017, 43, 4020, 60, 4006, 36, 2.783702, 3.225722
2001, 4016, 44, 4017, 63, 4003, 39, 2.784133, 3.147449
2051, 4015, 45, 4017, 63, 4001, 41, 2.78485, 3.059756
2101, 4014, 46, 4014, 66, 4001, 41, 2.775117, 1.944195
2151, 4012, 48, 4011, 69, 4001, 41, 2.776342, 1.90907
2201, 4012, 48, 4007, 73, 4000, 42, 2.778027, 1.864095
2251, 4011, 49, 4007, 73, 3998, 44, 2.774601, 2.830808
2301, 4010, 50, 4003, 77, 3996, 46, 2.783493, 3.147766
2351, 4009, 51, 3999, 81, 3996, 46, 2.77352, 2.913583
2401, 4009, 51, 3999, 81, 3995, 47, 2.782915, 3.189111
2451, 4009, 51, 3996, 84, 3995, 47, 2.781564, 1.815535
2501, 4009, 51, 3992, 88, 3995, 47, 2.783557, 1.769016
2551, 4007, 53, 3991, 89, 3995, 47, 2.77264, 2.974846
2601, 4007, 53, 3989, 91, 3995, 47, 2.784768, 1.749382
2651, 4006, 54, 3989, 91, 3995, 47, 2.772798, 2.959338
2701, 4006, 54, 3988, 92, 3994, 48, 2.780646, 3.369506
2751, 4006, 54, 3988, 92, 3994, 48, 2.780646, 3.369506
2801, 4006, 54, 3986, 94, 3993, 49, 2.780614, 3.360089
2851, 4004, 56, 3986, 94, 3990, 52, 2.771973, 3.01168
2901, 4003, 57, 3986, 94, 3989, 53, 2.782006, 3.211559
2951, 4003, 57, 3986, 94, 3988, 54, 2.782396, 3.174813
3001, 4002, 58, 3985, 95, 3988, 54, 2.784096, 1.821179
3051, 4001, 59, 3983, 97, 3988, 54, 2.784944, 1.806183
3101, 4001, 59, 3982, 98, 3988, 54, 2.785469, 1.794861
3151, 3999, 61, 3981, 99, 3988, 54, 2.773167, 2.91373
3201, 3999, 61, 3981, 99, 3988, 54, 2.773167, 2.91373
3251, 3998, 62, 3980, 100, 3988, 54, 2.78604, 1.791952
3301, 3998, 62, 3978, 102, 3988, 54, 2.787014, 1.773445
3351, 3997, 63, 3978, 102, 3988, 54, 2.773664, 2.877795
3401, 3995, 65, 3977, 103, 3988, 54, 2.774632, 2.815063
3451, 3995, 65, 3976, 104, 3988, 54, 2.787698, 1.766802
3501, 3995, 65, 3976, 104, 3988, 54, 2.787698, 1.766802
3551, 3994, 66, 3975, 105, 3988, 54, 2.788075, 1.762255
3601, 3994, 66, 3975, 105, 3988, 54, 2.788075, 1.762255
3651, 3994, 66, 3974, 106, 3988, 54, 2.788595, 1.752407
3701, 3994, 66, 3974, 106, 3988, 54, 2.788595, 1.752407
3751, 3994, 66, 3974, 106, 3986, 56, 2.779652, 3.356086
3801, 3993, 67, 3974, 106, 3986, 56, 2.774621, 2.814512
3851, 3993, 67, 3974, 106, 3986, 56, 2.774621, 2.814512
3901, 3993, 67, 3974, 106, 3986, 56, 2.774621, 2.814512
3951, 3993, 67, 3974, 106, 3986, 56, 2.774621, 2.814512
4001, 3993, 67, 3974, 106, 3986, 56, 2.774621, 2.814512
4051, 3993, 67, 3973, 107, 3986, 56, 2.788357, 1.770948
4101, 3993, 67, 3973, 107, 3986, 56, 2.788357, 1.770948
4151, 3992, 68, 3973, 107, 3986, 56, 2.77496, 2.794029
4201, 3992, 68, 3973, 107, 3986, 56, 2.77496, 2.794029
4251, 3991, 69, 3973, 107, 3986, 56, 2.775488, 2.76318
4301, 3991, 69, 3973, 107, 3986, 56, 2.775488, 2.76318
4351, 3990, 70, 3973, 107, 3985, 57, 2.775805, 2.745299
4401, 3990, 70, 3973, 107, 3985, 57, 2.775805, 2.745299
4451, 3989, 71, 3973, 107, 3984, 58, 2.77608, 2.730283
4501, 3988, 72, 3973, 107, 3984, 58, 2.776708, 2.696136
4551, 3988, 72, 3973, 107, 3984, 58, 2.776708, 2.696136
4601, 3988, 72, 3973, 107, 3984, 58, 2.776708, 2.696136
4651, 3988, 72, 3973, 107, 3984, 58, 2.776708, 2.696136
4701, 3988, 72, 3973, 107, 3983, 59, 2.779894, 3.310449
4751, 3988, 72, 3973, 107, 3982, 60, 2.780343, 3.27183
4801, 3988, 72, 3973, 107, 3982, 60, 2.780343, 3.27183
4851, 3988, 72, 3973, 107, 3982, 60, 2.780343, 3.27183
4901, 3988, 72, 3973, 107, 3982, 60, 2.780343, 3.27183
4951, 3987, 73, 3973, 107, 3982, 60, 2.7767, 2.697676
5001, 3987, 73, 3973, 107, 3982, 60, 2.7767, 2.697676
5051, 3987, 73, 3973, 107, 3982, 60, 2.7767, 2.697676
5101, 3987, 73, 3973, 107, 3982, 60, 2.7767, 2.697676
5151, 3987, 73, 3973, 107, 3982, 60, 2.7767, 2.697676
5201, 3987, 73, 3973, 107, 3981, 61, 2.780575, 3.248607
5251, 3987, 73, 3973, 107, 3981, 61, 2.780575, 3.248607
5301, 3987, 73, 3972, 108, 3981, 61, 2.786651, 1.843137
5351, 3987, 73, 3972, 108, 3981, 61, 2.786651, 1.843137
5401, 3987, 73, 3972, 108, 3981, 61, 2.786651, 1.843137
5451, 3987, 73, 3972, 108, 3981, 61, 2.786651, 1.843137
5501, 3987, 73, 3972, 108, 3981, 61, 2.786651, 1.843137
5551, 3987, 73, 3972, 108, 3981, 61, 2.786651, 1.843137
5601, 3987, 73, 3971, 109, 3981, 61, 2.787127, 1.83444
5651, 3987, 73, 3971, 109, 3981, 61, 2.787127, 1.83444
5701, 3986, 74, 3971, 109, 3981, 61, 2.776524, 2.708262
5751, 3985, 75, 3971, 109, 3981, 61, 2.77716, 2.675371
5801, 3985, 75, 3971, 109, 3981, 61, 2.77716, 2.675371
5851, 3985, 75, 3971, 109, 3981, 61, 2.77716, 2.675371
5901, 3985, 75, 3971, 109, 3981, 61, 2.77716, 2.675371
5951, 3985, 75, 3971, 109, 3981, 61, 2.77716, 2.675371
6001, 3985, 75, 3971, 109, 3981, 61, 2.77716, 2.675371
6051, 3984, 76, 3971, 109, 3981, 61, 2.777752, 2.645685
6101, 3984, 76, 3971, 109, 3981, 61, 2.777752, 2.645685
6151, 3984, 76, 3971, 109, 3981, 61, 2.777752, 2.645685
6201, 3984, 76, 3971, 109, 3980, 62, 2.780256, 3.26154
6251, 3984, 76, 3971, 109, 3980, 62, 2.780256, 3.26154
6301, 3984, 76, 3971, 109, 3980, 62, 2.780256, 3.26154
6351, 3984, 76, 3971, 109, 3980, 62, 2.780256, 3.26154
6401, 3984, 76, 3971, 109, 3979, 63, 2.7807, 3.225857
6451, 3984, 76, 3971, 109, 3979, 63, 2.7807, 3.225857
6501, 3983, 77, 3971, 109, 3979, 63, 2.777764, 2.646801
6551, 3982, 78, 3970, 110, 3979, 63, 2.77821, 2.625662
6601, 3982, 78, 3970, 110, 3979, 63, 2.77821, 2.625662
6651, 3982, 78, 3969, 111, 3979, 63, 2.78713, 1.851508
6701, 3982, 78, 3969, 111, 3979, 63, 2.78713, 1.851508
6751, 3982, 78, 3969, 111, 3979, 63, 2.78713, 1.851508
6801, 3982, 78, 3968, 112, 3979, 63, 2.787601, 1.843151
6851, 3981, 79, 3968, 112, 3979, 63, 2.778376, 2.619236
6901, 3979, 81, 3968, 112, 3978, 64, 2.779229, 2.581273
6951, 3979, 81, 3968, 112, 3977, 65, 2.780377, 3.231962
7001, 3977, 83, 3968, 112, 3977, 65, 2.780086, 2.544971
7051, 3976, 84, 3967, 113, 3976, 66, 2.78022, 3.234565
7101, 3975, 85, 3967, 113, 3976, 66, 2.780792, 2.517493
7151, 3974, 86, 3966, 114, 3976, 66, 2.786714, 1.890577
7201, 3973, 87, 3965, 115, 3976, 66, 2.781512, 2.490669
7251, 3973, 87, 3961, 119, 3976, 66, 2.789082, 1.849418
7301, 3973, 87, 3961, 119, 3976, 66, 2.789082, 1.849418
7351, 3973, 87, 3960, 120, 3976, 66, 2.789609, 1.839872
7401, 3972, 88, 3960, 120, 3973, 69, 2.78014, 2.555889
7451, 3972, 88, 3959, 121, 3971, 71, 2.780048, 3.212157
7501, 3972, 88, 3958, 122, 3971, 71, 2.788963, 1.876389
7551, 3971, 89, 3956, 124, 3971, 71, 2.789881, 1.861833
7601, 3971, 89, 3954, 126, 3971, 71, 2.790865, 1.84566
7651, 3970, 90, 3954, 126, 3970, 72, 2.779243, 2.600417
7701, 3970, 90, 3953, 127, 3970, 72, 2.791017, 1.84837
7751, 3970, 90, 3953, 127, 3970, 72, 2.791017, 1.84837
7801, 3968, 92, 3953, 127, 3970, 72, 2.780147, 2.565338
7851, 3968, 92, 3952, 128, 3970, 72, 2.791201, 1.850064
7901, 3966, 94, 3952, 128, 3970, 72, 2.781107, 2.529403
7951, 3965, 95, 3952, 128, 3969, 73, 2.778618, 3.2781
8001, 3965, 95, 3952, 128, 3968, 74, 2.779006, 3.250566
8051, 3965, 95, 3951, 129, 3968, 74, 2.79076, 1.870876
8101, 3964, 96, 3951, 129, 3966, 76, 2.779648, 3.204656
8151, 3963, 97, 3951, 129, 3964, 78, 2.78105, 2.539553
8201, 3961, 99, 3951, 129, 3964, 78, 2.782275, 2.495404
8251, 3961, 99, 3951, 129, 3964, 78, 2.782275, 2.495404
8301, 3959, 101, 3951, 129, 3964, 78, 2.783442, 2.455339
8351, 3959, 101, 3950, 130, 3964, 78, 2.789567, 1.914207
8401, 3958, 102, 3950, 130, 3963, 79, 2.78355, 2.454365
8451, 3958, 102, 3949, 131, 3963, 79, 2.789711, 1.91653
8501, 3958, 102, 3948, 132, 3962, 80, 2.780084, 3.161797
8551, 3957, 103, 3947, 133, 3962, 80, 2.78325, 2.469088
8601, 3955, 105, 3945, 135, 3962, 80, 2.783884, 2.45119
8651, 3953, 107, 3945, 135, 3961, 81, 2.779153, 3.202583
8701, 3952, 108, 3944, 136, 3961, 81, 2.785101, 2.415882
8751, 3952, 108, 3943, 137, 3961, 81, 2.791254, 1.910375
8801, 3951, 109, 3941, 139, 3960, 82, 2.778421, 3.232795
8851, 3950, 110, 3941, 139, 3959, 83, 2.785035, 2.424996
8901, 3949, 111, 3940, 140, 3958, 84, 2.778749, 3.206506
8951, 3948, 112, 3940, 140, 3956, 86, 2.78506, 2.430543
9001, 3948, 112, 3939, 141, 3954, 88, 2.780031, 3.129493
9051, 3947, 113, 3938, 142, 3954, 88, 2.790951, 1.949803
9101, 3945, 115, 3938, 142, 3952, 90, 2.780165, 3.115804
9151, 3944, 116, 3938, 142, 3952, 90, 2.785674, 2.421899
9201, 3943, 117, 3937, 143, 3952, 90, 2.790368, 1.971743
9251, 3941, 119, 3937, 143, 3951, 91, 2.786946, 2.38895
9301, 3941, 119, 3936, 144, 3951, 91, 2.790282, 1.979778
9351, 3940, 120, 3936, 144, 3950, 92, 2.780014, 3.115019
9401, 3940, 120, 3936, 144, 3950, 92, 2.780014, 3.115019
9451, 3940, 120, 3935, 145, 3949, 93, 2.780272, 3.100485
9501, 3939, 121, 3935, 145, 3949, 93, 2.787202, 2.387167
9551, 3937, 123, 3934, 146, 3948, 94, 2.790077, 1.996394
9601, 3936, 124, 3934, 146, 3948, 94, 2.788579, 2.353158
9651, 3935, 125, 3933, 147, 3948, 94, 2.788925, 2.345726
9701, 3933, 127, 3933, 147, 3947, 95, 2.789716, 2.328224
9751, 3933, 127, 3932, 148, 3946, 96, 2.789924, 2.011185
9801, 3933, 127, 3931, 149, 3946, 96, 2.790416, 2.003435
