Iteration, Small_Alive, Small_Dead, Medium_Alive, Medium_Dead, Large_Alive, Large_Dead, Mean_Diameter_Alive, Mean_Diameter_Dead
1, 4031, 7, 4031, 8, 4034, 4, 2.782298, 2.294775
51, 4031, 7, 4031, 8, 4034, 4, 2.782298, 2.294775
101, 4030, 8, 4030, 9, 4034, 4, 2.782674, 2.166643
151, 4028, 10, 4028, 11, 4033, 5, 2.78301, 2.154474
201, 4027, 11, 4026, 13, 4033, 5, 2.783883, 1.815009
251, 4027, 11, 4024, 15, 4032, 6, 2.779019, 4.416925
301, 4026, 12, 4021, 18, 4032, 6, 2.782418, 2.457966
351, 4026, 12, 4018, 21, 4032, 6, 2.78738, 1.515044
401, 4023, 15, 4017, 22, 4031, 7, 2.782906, 2.39182
451, 4022, 16, 4015, 24, 4030, 8, 2.782737, 2.458862
501, 4022, 16, 4015, 24, 4029, 9, 2.777589, 4.511259
551, 4019, 19, 4012, 27, 4029, 9, 2.783551, 2.337631
601, 4018, 20, 4007, 32, 4028, 10, 2.775732, 5.086127
651, 4017, 21, 4003, 36, 4027, 11, 2.791842, 1.549079
701, 4014, 24, 4001, 38, 4027, 11, 2.783467, 2.444611
751, 4012, 26, 3999, 40, 4025, 13, 2.774556, 4.916909
801, 4012, 26, 3997, 42, 4025, 13, 2.793576, 1.561553
851, 4011, 27, 3994, 45, 4023, 15, 2.794372, 1.573007
901, 4009, 29, 3993, 46, 4022, 16, 2.783263, 2.53125
951, 4009, 29, 3991, 48, 4020, 18, 2.794865, 1.608365
1001, 4004, 34, 3989, 50, 4019, 19, 2.794791, 1.661778
1051, 4004, 34, 3988, 51, 4019, 19, 2.795249, 1.648097
1101, 4004, 34, 3985, 54, 4019, 19, 2.796746, 1.601405
1151, 4002, 36, 3984, 55, 4018, 20, 2.784054, 2.492349
1201, 4000, 38, 3980, 59, 4018, 20, 2.784252, 2.486779
1251, 3995, 43, 3979, 60, 4017, 21, 2.786694, 2.294526
1301, 3994, 44, 3976, 63, 4016, 22, 2.786399, 2.332444
1351, 3992, 46, 3974, 65, 4016, 22, 2.787086, 2.292592
1401, 3989, 49, 3973, 66, 4014, 24, 2.787955, 2.25215
1451, 3989, 49, 3970, 69, 4012, 26, 2.800159, 1.664861
1501, 3988, 50, 3967, 72, 4012, 26, 2.786748, 2.359129
1551, 3986, 52, 3966, 73, 4012, 26, 2.787616, 2.309045
1601, 3986, 52, 3965, 74, 4010, 28, 2.801536, 1.667786
1651, 3985, 53, 3962, 77, 4010, 28, 2.802846, 1.644549
1701, 3983, 55, 3962, 77, 4009, 29, 2.769381, 4.450269
1751, 3982, 56, 3961, 78, 4009, 29, 2.787851, 2.326509
1801, 3980, 58, 3959, 80, 4007, 31, 2.787939, 2.336382
1851, 3979, 59, 3959, 80, 4006, 32, 2.788218, 2.325246
1901, 3976, 62, 3956, 83, 4005, 33, 2.802943, 1.723654
1951, 3973, 65, 3955, 84, 4002, 36, 2.769367, 4.125052
2001, 3971, 67, 3953, 86, 4000, 38, 2.769547, 4.034809
2051, 3968, 70, 3950, 89, 4000, 38, 2.803608, 1.766919
2101, 3968, 70, 3949, 90, 4000, 38, 2.804129, 1.755588
2151, 3967, 71, 3948, 91, 3999, 39, 2.804265, 1.761221
2201, 3966, 72, 3946, 93, 3999, 39, 2.790972, 2.257118
2251, 3963, 75, 3946, 93, 3996, 42, 2.791746, 2.237603
2301, 3961, 77, 3942, 97, 3995, 43, 2.791768, 2.250878
2351, 3961, 77, 3940, 99, 3994, 44, 2.806004, 1.776273
2401, 3960, 78, 3939, 100, 3993, 45, 2.806052, 1.784693
2451, 3958, 80, 3935, 104, 3993, 45, 2.807728, 1.760585
2501, 3955, 83, 3933, 106, 3992, 46, 2.792502, 2.255002
2551, 3953, 85, 3931, 108, 3990, 48, 2.766686, 4.008946
2601, 3951, 87, 3931, 108, 3988, 50, 2.767283, 3.911633
2651, 3951, 87, 3927, 112, 3987, 51, 2.766902, 3.91905
2701, 3948, 90, 3924, 115, 3984, 54, 2.809412, 1.803299
2751, 3945, 93, 3923, 116, 3982, 56, 2.793356, 2.276555
2801, 3943, 95, 3921, 118, 3982, 56, 2.793983, 2.261438
2851, 3939, 99, 3918, 121, 3980, 58, 2.795171, 2.235685
2901, 3938, 100, 3917, 122, 3979, 59, 2.810229, 1.834788
2951, 3937, 101, 3915, 124, 3976, 62, 2.794554, 2.270828
3001, 3936, 102, 3910, 129, 3974, 64, 2.812095, 1.831175
3051, 3933, 105, 3909, 130, 3973, 65, 2.794614, 2.288543
3101, 3933, 105, 3909, 130, 3972, 66, 2.766901, 3.65732
3151, 3928, 110, 3908, 131, 3971, 67, 2.796645, 2.238997
3201, 3924, 114, 3903, 136, 3970, 68, 2.765151, 3.733309
3251, 3920, 118, 3902, 137, 3969, 69, 2.764872, 3.735312
3301, 3916, 122, 3899, 140, 3967, 71, 2.764589, 3.723748
3351, 3913, 125, 3897, 142, 3961, 77, 2.766013, 3.57577
3401, 3907, 131, 3892, 147, 3961, 77, 2.813273, 1.920093
3451, 3902, 136, 3887, 152, 3957, 81, 2.803332, 2.153758
3501, 3899, 139, 3884, 155, 3956, 82, 2.804126, 2.145494
3551, 3893, 145, 3877, 162, 3956, 82, 2.817601, 1.899186
3601, 3889, 149, 3872, 167, 3955, 83, 2.807083, 2.112492
3651, 3886, 152, 3863, 176, 3952, 86, 2.805825, 2.158365
3701, 3880, 158, 3861, 178, 3949, 89, 2.821869, 1.889171
3751, 3878, 160, 3860, 179, 3945, 93, 2.760109, 3.686851
3801, 3877, 161, 3856, 183, 3940, 98, 2.761289, 3.592152
3851, 3876, 162, 3849, 190, 3940, 98, 2.805303, 2.210843
3901, 3870, 168, 3846, 193, 3938, 100, 2.807601, 2.179132
3951, 3863, 175, 3840, 199, 3933, 105, 2.758993, 3.622779
4001, 3855, 183, 3835, 204, 3929, 109, 2.811503, 2.148465
4051, 3853, 185, 3830, 209, 3928, 110, 2.7577, 3.629687
4101, 3850, 188, 3823, 216, 3925, 113, 2.83061, 1.898554
4151, 3845, 193, 3820, 219, 3925, 113, 2.831574, 1.894505
4201, 3841, 197, 3817, 222, 3921, 117, 2.831259, 1.912586
4251, 3837, 201, 3813, 226, 3920, 118, 2.814837, 2.144183
4301, 3831, 207, 3809, 230, 3916, 122, 2.832462, 1.92462
4351, 3823, 215, 3803, 236, 3913, 125, 2.833716, 1.927493
4401, 3821, 217, 3796, 243, 3911, 127, 2.75316, 3.652772
4451, 3818, 220, 3790, 249, 3910, 128, 2.818296, 2.142058
