Iteration, Small_Alive, Small_Dead, Medium_Alive, Medium_Dead, Large_Alive, Large_Dead, Mean_Diameter_Alive, Mean_Diameter_Dead
1, 4032, 6, 4027, 12, 4035, 3, 2.784728, 1.45074
51, 4030, 8, 4025, 14, 4035, 3, 2.785471, 1.427699
101, 4026, 12, 4021, 18, 4033, 5, 2.782937, 2.283416
151, 4022, 16, 4019, 20, 4032, 6, 2.786573, 1.613427
201, 4020, 18, 4017, 22, 4028, 10, 2.778298, 4.052306
251, 4016, 22, 4011, 28, 4027, 11, 2.784535, 2.218819
301, 4015, 23, 4006, 33, 4026, 12, 2.790003, 1.659214
351, 4009, 29, 4001, 38, 4022, 16, 2.790256, 1.781332
401, 4006, 32, 3996, 43, 4022, 16, 2.792243, 1.714057
451, 4004, 34, 3991, 48, 4020, 18, 2.773759, 4.499866
501, 4001, 37, 3987, 52, 4015, 23, 2.774427, 4.007922
551, 3996, 42, 3982, 57, 4012, 26, 2.794882, 1.794514
601, 3986, 52, 3978, 61, 4006, 32, 2.774043, 3.709087
651, 3975, 63, 3971, 68, 4002, 36, 2.794411, 1.98386
701, 3969, 69, 3964, 75, 4001, 37, 2.793154, 2.108366
751, 3961, 77, 3954, 85, 3995, 43, 2.793862, 2.143099
801, 3957, 81, 3947, 92, 3984, 54, 2.771951, 3.482442
851, 3951, 87, 3935, 104, 3979, 59, 2.790105, 2.388555
901, 3942, 96, 3926, 113, 3973, 65, 2.791418, 2.372305
951, 3934, 104, 3925, 114, 3966, 72, 2.793823, 2.31358
1001, 3928, 110, 3915, 124, 3960, 78, 2.770687, 3.32809
1051, 3922, 116, 3907, 132, 3954, 84, 2.793309, 2.380603
1101, 3916, 122, 3897, 142, 3947, 91, 2.805949, 2.08963
1151, 3904, 134, 3889, 150, 3937, 101, 2.794576, 2.399127
1201, 3892, 146, 3874, 165, 3931, 107, 2.809422, 2.107914
1251, 3882, 156, 3860, 179, 3927, 111, 2.765949, 3.329983
1301, 3876, 162, 3852, 187, 3917, 121, 2.767301, 3.239621
1351, 3866, 172, 3845, 194, 3905, 133, 2.796858, 2.435255
1401, 3848, 190, 3830, 209, 3892, 146, 2.767943, 3.141636
1451, 3830, 208, 3816, 223, 3883, 155, 2.804182, 2.362992
