Iteration, Small_Alive, Small_Dead, Medium_Alive, Medium_Dead, Large_Alive, Large_Dead, Mean_Diameter_Alive, Mean_Diameter_Dead
1, 15957, 68, 16185, 72, 16367, 59, 2.786181, 2.372077
51, 15951, 74, 16184, 73, 16367, 59, 2.826861, 2.349545
101, 15944, 81, 16178, 79, 16367, 59, 2.786712, 2.300122
151, 15936, 89, 16173, 84, 16367, 59, 2.828502, 2.136107
201, 15928, 97, 16170, 87, 16363, 63, 2.754052, 3.183753
251, 15924, 101, 16168, 89, 16362, 64, 2.786956, 2.310383
301, 15916, 109, 16165, 92, 16359, 67, 2.830491, 1.972874
351, 15914, 111, 16158, 99, 16355, 71, 2.830154, 2.036567
401, 15907, 118, 16151, 106, 16354, 72, 2.753326, 3.294801
451, 15904, 121, 16146, 111, 16349, 77, 2.788134, 2.233455
501, 15898, 127, 16140, 117, 16345, 81, 2.788419, 2.222505
551, 15893, 132, 16132, 125, 16340, 86, 2.830842, 2.079906
601, 15883, 142, 16126, 131, 16339, 87, 2.831905, 2.013975
651, 15872, 153, 16122, 135, 16337, 89, 2.833153, 1.943375
701, 15868, 157, 16110, 147, 16332, 94, 2.790194, 2.143613
751, 15857, 168, 16104, 153, 16329, 97, 2.833859, 1.956192
801, 15853, 172, 16097, 160, 16327, 99, 2.833946, 1.968543
851, 15846, 179, 16087, 170, 16325, 101, 2.791866, 2.07287
901, 15841, 184, 16084, 173, 16320, 106, 2.75139, 3.419543
951, 15832, 193, 16072, 185, 16317, 109, 2.835064, 1.971072
1001, 15817, 208, 16063, 194, 16314, 112, 2.793143, 2.056128
1051, 15809, 216, 16054, 203, 16312, 114, 2.793852, 2.032784
1101, 15796, 229, 16047, 210, 16304, 122, 2.838171, 1.892579
1151, 15783, 242, 16042, 215, 16301, 125, 2.749377, 3.580465
1201, 15776, 249, 16032, 225, 16296, 130, 2.794407, 2.067706
1251, 15765, 260, 16020, 237, 16290, 136, 2.795155, 2.053927
1301, 15754, 271, 16014, 243, 16285, 141, 2.795163, 2.071706
1351, 15743, 282, 16008, 249, 16281, 145, 2.795312, 2.079571
1401, 15731, 294, 15996, 261, 16272, 154, 2.842916, 1.847801
1451, 15717, 308, 15987, 270, 16266, 160, 2.844094, 1.832889
1501, 15702, 323, 15977, 280, 16261, 165, 2.845505, 1.811208
1551, 15687, 338, 15963, 294, 16254, 172, 2.846505, 1.810733
1601, 15667, 358, 15951, 306, 16248, 178, 2.848402, 1.785594
1651, 15653, 372, 15939, 318, 16241, 185, 2.798254, 2.087357
1701, 15642, 383, 15930, 327, 16232, 194, 2.798473, 2.09624
1751, 15631, 394, 15914, 343, 16224, 202, 2.799495, 2.081613
1801, 15621, 404, 15896, 361, 16217, 209, 2.850187, 1.837534
1851, 15609, 416, 15881, 376, 16214, 212, 2.744644, 3.60132
1901, 15588, 437, 15865, 392, 16208, 218, 2.85297, 1.814744
1951, 15576, 449, 15848, 409, 16197, 229, 2.804056, 2.020621
2001, 15561, 464, 15839, 418, 16193, 233, 2.854449, 1.825496
2051, 15551, 474, 15828, 429, 16188, 238, 2.805031, 2.021148
2101, 15537, 488, 15810, 447, 16181, 245, 2.855682, 1.83683
2151, 15521, 504, 15797, 460, 16174, 252, 2.806993, 2.006583
2201, 15504, 521, 15780, 477, 16171, 255, 2.85837, 1.821375
2251, 15487, 538, 15769, 488, 16165, 261, 2.739999, 3.728015
2301, 15473, 552, 15752, 505, 16159, 267, 2.860754, 1.812795
