Iteration, Small_Alive, Small_Dead, Medium_Alive, Medium_Dead, Large_Alive, Large_Dead, Mean_Diameter_Alive, Mean_Diameter_Dead
1, 4085, 2, 4081, 8, 4084, 3, 2.770166, 6.629051
51, 4085, 2, 4081, 8, 4084, 3, 2.770166, 6.629051
101, 4085, 2, 4079, 10, 4084, 3, 2.773865, 1.478888
151, 4083, 4, 4075, 14, 4082, 5, 2.76966, 5.21693
201, 4082, 5, 4073, 16, 4082, 5, 2.775946, 1.434893
251, 4078, 9, 4069, 20, 4082, 5, 2.777277, 1.432485
301, 4075, 12, 4069, 20, 4080, 7, 2.772222, 2.715425
351, 4073, 14, 4065, 24, 4080, 7, 2.772531, 2.633662
401, 4069, 18, 4063, 26, 4078, 9, 2.773946, 2.344502
451, 4067, 20, 4062, 27, 4076, 11, 2.768053, 4.254905
501, 4065, 22, 4060, 29, 4075, 12, 2.767438, 4.339756
551, 4065, 22, 4060, 29, 4074, 13, 2.767766, 4.116057
601, 4065, 22, 4057, 32, 4070, 17, 2.768589, 3.60197
651, 4063, 24, 4057, 32, 4067, 20, 2.769382, 3.315601
701, 4062, 25, 4057, 32, 4066, 21, 2.769702, 3.227751
751, 4062, 25, 4056, 33, 4062, 25, 2.771104, 2.926599
801, 4060, 27, 4053, 36, 4060, 27, 2.770745, 2.969047
851, 4057, 30, 4048, 41, 4059, 28, 2.771091, 2.902439
901, 4055, 32, 4048, 41, 4057, 30, 2.771291, 2.868819
951, 4054, 33, 4048, 41, 4052, 35, 2.770373, 2.978657
1001, 4054, 33, 4044, 45, 4050, 37, 2.775837, 2.30897
1051, 4050, 37, 4042, 47, 4048, 39, 2.770199, 2.975215
1101, 4048, 39, 4039, 50, 4043, 44, 2.772638, 2.718477
1151, 4043, 44, 4036, 53, 4042, 45, 2.771002, 2.868822
1201, 4038, 49, 4031, 58, 4041, 46, 2.777238, 2.316196
1251, 4035, 52, 4029, 60, 4039, 48, 2.773182, 2.684631
1301, 4030, 57, 4027, 62, 4037, 50, 2.774976, 2.565561
1351, 4025, 62, 4025, 64, 4032, 55, 2.771094, 2.842485
1401, 4022, 65, 4021, 68, 4030, 57, 2.770775, 2.862526
1451, 4018, 69, 4016, 73, 4028, 59, 2.776818, 2.494697
1501, 4018, 69, 4011, 78, 4025, 62, 2.779799, 2.302725
1551, 4012, 75, 4008, 81, 4023, 64, 2.77722, 2.495656
1601, 4009, 78, 4003, 86, 4021, 66, 2.78133, 2.275816
1651, 4006, 81, 4000, 89, 4015, 72, 2.770072, 2.882582
1701, 3999, 88, 3995, 94, 4011, 76, 2.780702, 2.345542
1751, 3994, 93, 3991, 98, 4006, 81, 2.778193, 2.508427
1801, 3991, 96, 3988, 101, 4001, 86, 2.770544, 2.842333
1851, 3986, 101, 3987, 102, 3995, 92, 2.771812, 2.782605
1901, 3982, 105, 3981, 108, 3993, 94, 2.77062, 2.833013
1951, 3981, 106, 3972, 117, 3990, 97, 2.775942, 2.626044
2001, 3977, 110, 3970, 119, 3988, 99, 2.782231, 2.385962
2051, 3974, 113, 3958, 131, 3981, 106, 2.773995, 2.703802
2101, 3966, 121, 3954, 135, 3979, 108, 2.777012, 2.609577
2151, 3964, 123, 3944, 145, 3977, 110, 2.789545, 2.258057
2201, 3955, 132, 3934, 155, 3972, 115, 2.776644, 2.634537
2251, 3946, 141, 3927, 162, 3969, 118, 2.792696, 2.237478
2301, 3943, 144, 3921, 168, 3963, 124, 2.76385, 3.034251
2351, 3936, 151, 3914, 175, 3959, 128, 2.763069, 3.049951
2401, 3931, 156, 3909, 180, 3947, 140, 2.76569, 2.95149
2451, 3920, 167, 3902, 187, 3942, 145, 2.780347, 2.57741
2501, 3915, 172, 3893, 196, 3939, 148, 2.795934, 2.269462
2551, 3906, 181, 3887, 202, 3935, 152, 2.762181, 3.027667
2601, 3898, 189, 3877, 212, 3929, 158, 2.797999, 2.27144
2651, 3891, 196, 3865, 224, 3918, 169, 2.799561, 2.272707
2701, 3884, 203, 3857, 232, 3913, 174, 2.800484, 2.275525
2751, 3877, 210, 3847, 242, 3902, 185, 2.779205, 2.640061
2801, 3872, 215, 3835, 254, 3896, 191, 2.804081, 2.266671
2851, 3862, 225, 3830, 259, 3887, 200, 2.778742, 2.657269
2901, 3850, 237, 3821, 268, 3884, 203, 2.804007, 2.29581
2951, 3842, 245, 3810, 279, 3873, 214, 2.804979, 2.30257
3001, 3827, 260, 3800, 289, 3861, 226, 2.759459, 2.987241
3051, 3818, 269, 3791, 298, 3854, 233, 2.784196, 2.599719
3101, 3809, 278, 3777, 312, 3845, 242, 2.783413, 2.61643
3151, 3804, 283, 3768, 321, 3836, 251, 2.758389, 2.980918
3201, 3790, 297, 3757, 332, 3832, 255, 2.786396, 2.589043
3251, 3784, 303, 3747, 342, 3823, 264, 2.7563, 3.000194
3301, 3772, 315, 3738, 351, 3814, 273, 2.811933, 2.331564
3351, 3764, 323, 3723, 366, 3802, 285, 2.784328, 2.62903
3401, 3743, 344, 3714, 375, 3794, 293, 2.792255, 2.552266
3451, 3735, 352, 3698, 391, 3787, 300, 2.819033, 2.313566
3501, 3722, 365, 3677, 412, 3776, 311, 2.789618, 2.592975
3551, 3705, 382, 3662, 427, 3770, 317, 2.746538, 3.075533
3601, 3692, 395, 3650, 439, 3754, 333, 2.794578, 2.56154
3651, 3681, 406, 3638, 451, 3740, 347, 2.749783, 3.012119
3701, 3669, 418, 3627, 462, 3730, 357, 2.794752, 2.57285
3751, 3652, 435, 3608, 481, 3721, 366, 2.745486, 3.04218
3801, 3645, 442, 3594, 495, 3705, 382, 2.831889, 2.326427
3851, 3630, 457, 3581, 508, 3689, 398, 2.793094, 2.604938
3901, 3614, 473, 3561, 528, 3678, 409, 2.83637, 2.327792
3951, 3599, 488, 3546, 543, 3673, 414, 2.798671, 2.575763
4001, 3581, 506, 3530, 559, 3654, 433, 2.742841, 3.018586
4051, 3558, 529, 3510, 579, 3636, 451, 2.741917, 3.015036
4101, 3542, 545, 3490, 599, 3622, 465, 2.740982, 3.014091
4151, 3520, 567, 3464, 625, 3605, 482, 2.738826, 3.020586
4201, 3497, 590, 3446, 643, 3590, 497, 2.810136, 2.546343
4251, 3474, 613, 3428, 661, 3575, 512, 2.853237, 2.342656
4301, 3455, 632, 3408, 681, 3562, 525, 2.857907, 2.33428
4351, 3429, 658, 3390, 699, 3547, 540, 2.826923, 2.486131
4401, 3403, 684, 3366, 723, 3533, 554, 2.864759, 2.332794
4451, 3377, 710, 3348, 741, 3519, 568, 2.841577, 2.441383
4501, 3356, 731, 3325, 764, 3508, 579, 2.846285, 2.431263
4551, 3339, 748, 3305, 784, 3494, 593, 2.846746, 2.438642
4601, 3327, 760, 3289, 800, 3477, 610, 2.721831, 3.05833
4651, 3303, 784, 3261, 828, 3463, 624, 2.885638, 2.318022
4701, 3284, 803, 3235, 854, 3443, 644, 2.890533, 2.316756
4751, 3263, 824, 3220, 869, 3428, 659, 2.852452, 2.453677
4801, 3247, 840, 3201, 888, 3414, 673, 2.894568, 2.324172
4851, 3230, 857, 3182, 907, 3397, 690, 2.714514, 3.055324
4901, 3207, 880, 3167, 922, 3383, 704, 2.897476, 2.335216
4951, 3188, 899, 3142, 947, 3365, 722, 2.902616, 2.333005
5001, 3170, 917, 3119, 970, 3347, 740, 2.708886, 3.057748
5051, 3150, 937, 3090, 999, 3329, 758, 2.858696, 2.480769
5101, 3133, 954, 3067, 1022, 3311, 776, 2.919494, 2.324155
5151, 3111, 976, 3050, 1039, 3291, 796, 2.919089, 2.335086
5201, 3091, 996, 3033, 1056, 3278, 809, 2.703349, 3.050435
5251, 3062, 1025, 3010, 1079, 3256, 831, 2.702624, 3.044089
5301, 3042, 1045, 2990, 1099, 3243, 844, 2.699835, 3.049542
5351, 3021, 1066, 2967, 1122, 3217, 870, 2.930217, 2.348865
5401, 2997, 1090, 2945, 1144, 3196, 891, 2.880429, 2.474064
5451, 2976, 1111, 2917, 1172, 3171, 916, 2.934967, 2.361844
5501, 2953, 1134, 2896, 1193, 3152, 935, 2.879938, 2.491115
5551, 2931, 1156, 2874, 1215, 3139, 948, 2.885584, 2.484197
5601, 2908, 1179, 2858, 1231, 3118, 969, 2.941453, 2.374252
5651, 2880, 1207, 2847, 1242, 3095, 992, 2.900747, 2.464977
5701, 2864, 1223, 2825, 1264, 3077, 1010, 2.697253, 2.999929
5751, 2846, 1241, 2797, 1292, 3059, 1028, 2.895367, 2.489254
5801, 2825, 1262, 2774, 1315, 3033, 1054, 2.893857, 2.49939
5851, 2803, 1284, 2755, 1334, 3014, 1073, 2.897517, 2.498158
5901, 2780, 1307, 2726, 1363, 2993, 1094, 2.89981, 2.500309
5951, 2751, 1336, 2702, 1387, 2980, 1107, 2.910108, 2.487776
6001, 2727, 1360, 2665, 1424, 2969, 1118, 2.981655, 2.375888
6051, 2701, 1386, 2641, 1448, 2946, 1141, 2.985437, 2.37903
6101, 2678, 1409, 2613, 1476, 2921, 1166, 2.917322, 2.495944
6151, 2655, 1432, 2595, 1494, 2907, 1180, 2.672241, 3.017941
6201, 2631, 1456, 2570, 1519, 2882, 1205, 2.926753, 2.492505
6251, 2606, 1481, 2557, 1532, 2864, 1223, 2.937555, 2.480829
6301, 2582, 1505, 2527, 1562, 2846, 1241, 2.939798, 2.484263
6351, 2561, 1526, 2504, 1585, 2829, 1258, 3.010522, 2.391815
6401, 2542, 1545, 2476, 1613, 2807, 1280, 2.940439, 2.495002
6451, 2521, 1566, 2447, 1642, 2787, 1300, 2.941596, 2.499112
6501, 2492, 1595, 2429, 1660, 2766, 1321, 2.659482, 3.007755
6551, 2463, 1624, 2396, 1693, 2749, 1338, 3.040959, 2.388206
6601, 2434, 1653, 2380, 1709, 2710, 1377, 2.960099, 2.495153
6651, 2404, 1683, 2355, 1734, 2691, 1396, 2.97159, 2.487027
6701, 2373, 1714, 2331, 1758, 2670, 1417, 2.98303, 2.479953
6751, 2345, 1742, 2304, 1785, 2652, 1435, 2.992159, 2.475751
6801, 2323, 1764, 2281, 1808, 2634, 1453, 2.995632, 2.477617
6851, 2299, 1788, 2259, 1830, 2612, 1475, 3.05445, 2.420419
6901, 2276, 1811, 2233, 1856, 2587, 1500, 2.6406, 2.998758
6951, 2249, 1838, 2201, 1888, 2566, 1521, 3.00598, 2.48581
7001, 2220, 1867, 2174, 1915, 2543, 1544, 3.07942, 2.420215
7051, 2192, 1895, 2147, 1942, 2513, 1574, 2.633965, 2.992514
7101, 2169, 1918, 2121, 1968, 2486, 1601, 3.088709, 2.427957
7151, 2142, 1945, 2091, 1998, 2457, 1630, 2.63391, 2.980277
7201, 2125, 1962, 2065, 2024, 2436, 1651, 2.631057, 2.980082
7251, 2103, 1984, 2047, 2042, 2424, 1663, 2.626551, 2.98413
7301, 2084, 2003, 2031, 2058, 2396, 1691, 3.106102, 2.439687
7351, 2065, 2022, 2016, 2073, 2374, 1713, 3.104363, 2.4462
7401, 2044, 2043, 1997, 2092, 2352, 1735, 3.105661, 2.450939
7451, 2022, 2065, 1976, 2113, 2321, 1766, 3.100296, 2.462464
7501, 1998, 2089, 1952, 2137, 2296, 1791, 2.640339, 2.9409
7551, 1974, 2113, 1934, 2155, 2280, 1807, 3.045439, 2.516646
7601, 1950, 2137, 1906, 2183, 2256, 1831, 2.63459, 2.941417
7651, 1920, 2167, 1881, 2208, 2242, 1845, 3.131083, 2.463678
7701, 1888, 2199, 1852, 2237, 2214, 1873, 2.624936, 2.945949
7751, 1860, 2227, 1822, 2267, 2182, 1905, 2.624594, 2.940948
7801, 1829, 2258, 1805, 2284, 2160, 1927, 2.624055, 2.937941
7851, 1801, 2286, 1772, 2317, 2141, 1946, 3.159707, 2.473185
7901, 1774, 2313, 1753, 2336, 2115, 1972, 3.120367, 2.504902
7951, 1752, 2335, 1725, 2364, 2088, 1999, 3.16727, 2.481315
8001, 1725, 2362, 1705, 2384, 2053, 2034, 3.161505, 2.491193
8051, 1707, 2380, 1688, 2401, 2024, 2063, 3.120792, 2.521923
8101, 1689, 2398, 1660, 2429, 1999, 2088, 2.632277, 2.905866
8151, 1662, 2425, 1630, 2459, 1976, 2111, 3.186361, 2.495161
8201, 1640, 2447, 1604, 2485, 1949, 2138, 3.123822, 2.53629
8251, 1616, 2471, 1580, 2509, 1917, 2170, 2.632511, 2.895321
8301, 1593, 2494, 1557, 2532, 1893, 2194, 3.128832, 2.544162
8351, 1568, 2519, 1536, 2553, 1865, 2222, 2.633832, 2.888062
8401, 1531, 2556, 1505, 2584, 1839, 2248, 3.153904, 2.543327
8451, 1511, 2576, 1478, 2611, 1811, 2276, 3.148791, 2.551066
8501, 1487, 2600, 1459, 2630, 1786, 2301, 2.627966, 2.883886
8551, 1464, 2623, 1430, 2659, 1759, 2328, 2.626619, 2.881936
8601, 1427, 2660, 1403, 2686, 1728, 2359, 2.62279, 2.881386
8651, 1397, 2690, 1375, 2714, 1701, 2386, 2.619928, 2.8805
8701, 1375, 2712, 1343, 2746, 1686, 2401, 3.275477, 2.523818
8751, 1351, 2736, 1319, 2770, 1664, 2423, 3.209789, 2.555901
8801, 1326, 2761, 1287, 2802, 1631, 2456, 3.30424, 2.525629
8851, 1297, 2790, 1263, 2826, 1605, 2482, 3.315196, 2.527345
8901, 1271, 2816, 1235, 2854, 1579, 2508, 3.331251, 2.528127
8951, 1245, 2842, 1201, 2888, 1545, 2542, 3.233629, 2.569846
9001, 1208, 2879, 1172, 2917, 1517, 2570, 3.264693, 2.565342
9051, 1174, 2913, 1143, 2946, 1486, 2601, 3.288212, 2.564026
9101, 1137, 2950, 1107, 2982, 1458, 2629, 3.318583, 2.561404
9151, 1106, 2981, 1079, 3010, 1425, 2662, 3.335356, 2.563054
9201, 1075, 3012, 1041, 3048, 1398, 2689, 3.459502, 2.535443
9251, 1032, 3055, 1014, 3075, 1364, 2723, 3.463299, 2.542304
9301, 1007, 3080, 986, 3103, 1337, 2750, 3.419149, 2.560483
9351, 970, 3117, 959, 3130, 1308, 2779, 2.570173, 2.867069
9401, 938, 3149, 927, 3162, 1277, 2810, 2.566978, 2.865246
9451, 899, 3188, 901, 3188, 1241, 2846, 3.543417, 2.55453
9501, 865, 3222, 870, 3219, 1209, 2878, 3.558174, 2.557863
9551, 825, 3262, 841, 3248, 1181, 2906, 2.551215, 2.861799
9601, 793, 3294, 812, 3277, 1155, 2932, 3.707861, 2.546763
9651, 764, 3323, 784, 3305, 1131, 2956, 3.753388, 2.546429
9701, 736, 3351, 756, 3333, 1093, 2994, 2.540657, 2.856524
9751, 701, 3386, 730, 3359, 1066, 3021, 3.695765, 2.56965
9801, 674, 3413, 694, 3395, 1049, 3038, 3.903598, 2.54859
9851, 649, 3438, 675, 3414, 1021, 3066, 3.798971, 2.567387
9901, 634, 3453, 637, 3452, 991, 3096, 3.898943, 2.562497
9951, 610, 3477, 617, 3472, 960, 3127, 3.907973, 2.568591
10001, 586, 3501, 593, 3496, 927, 3160, 3.935834, 2.573061
10051, 560, 3527, 576, 3513, 895, 3192, 4.043122, 2.570235
10101, 539, 3548, 548, 3541, 865, 3222, 4.048169, 2.578186
10151, 519, 3568, 523, 3566, 842, 3245, 4.045595, 2.583713
10201, 499, 3588, 502, 3587, 815, 3272, 4.081603, 2.587232
10251, 482, 3605, 483, 3606, 797, 3290, 4.137967, 2.587556
10301, 475, 3612, 467, 3622, 771, 3316, 4.160415, 2.591511
10351, 467, 3620, 452, 3637, 751, 3336, 4.190838, 2.594201
10401, 457, 3630, 439, 3650, 728, 3359, 4.196593, 2.599195
10451, 442, 3645, 423, 3666, 707, 3380, 4.231102, 2.602185
10501, 431, 3656, 410, 3679, 687, 3400, 2.544845, 2.817959
10551, 413, 3674, 400, 3689, 670, 3417, 4.131875, 2.619189
10601, 398, 3689, 385, 3704, 657, 3430, 2.539267, 2.816638
10651, 382, 3705, 378, 3711, 642, 3445, 4.273459, 2.617247
10701, 367, 3720, 364, 3725, 624, 3463, 2.544861, 2.812987
10751, 351, 3736, 347, 3742, 606, 3481, 2.541889, 2.812117
10801, 337, 3750, 336, 3753, 585, 3502, 4.425918, 2.623421
10851, 320, 3767, 325, 3764, 569, 3518, 4.458772, 2.624937
10901, 306, 3781, 308, 3781, 550, 3537, 4.578625, 2.625841
10951, 291, 3796, 296, 3793, 535, 3552, 4.604559, 2.62758
