Axon X, Axon Y, Axon D, Axon Dies
15.20208, 1.287151, 0.4726208, False
15.40297, 2.123027, 0.846732, False
15.90616, 2.804739, 0.4478913, False
16.73217, 3.923782, 1.93387, False
15.38367, 4.859519, 0.9488469, False
14.54784, 4.62514, 0.3872849, False
14.86162, 6.622048, 2.455534, False
13.414, 7.46368, 0.4934629, False
13.64326, 8.417639, 1.06878, False
13.99875, 9.89678, 1.573735, False
12.85193, 10.56353, 0.6793794, False
11.92088, 11.10483, 1.074557, False
11.15134, 10.58578, 0.381894, False
13.3457, -7.491642, 0.5418335, True
16.03424, -0.6483607, 0.8395219, False
16.07074, 0.2896133, 0.637846, False
15.89341, 1.159445, 0.7376023, False
16.56617, 2.145128, 1.249176, False
17.52624, 2.763052, 0.6342987, False
18.57063, 3.435244, 1.449713, False
18.04872, 4.540634, 0.5950951, False
17.5037, 5.213069, 0.7360546, False
16.46931, 5.566979, 1.050449, False
16.59682, 6.634375, 0.6995201, False
16.28678, 7.455301, 0.6555272, False
15.71581, 8.054688, 0.6000991, False
14.88649, 8.338435, 0.7529303, False
15.07138, 9.255733, 0.7185613, False
15.35784, 10.25607, 0.9625369, False
14.60323, 11.04824, 0.8255807, False
13.56077, 11.22682, 0.8897099, False
12.71239, 12.27353, 1.404987, False
11.28366, 12.17285, 1.059567, False
10.20186, 12.44868, 0.7732452, False
9.451968, 13.54217, 1.478592, False
8.108206, 13.77236, 0.8480806, False
7.202923, 14.46009, 1.025686, False
5.859612, 14.9197, 1.41384, False
13.33053, -9.515586, 0.6430639, True
14.16195, -8.831004, 1.110927, True
14.07402, -7.706843, 0.7442628, True
14.72283, -6.676436, 1.291063, False
15.51737, -5.774102, 0.7135077, False
15.76214, -5.040255, 0.4336801, False
16.39014, -3.839693, 1.876107, False
15.59002, -2.295535, 1.202183, False
16.32601, -1.459681, 0.6252288, False
17.32566, -0.6365871, 1.564581, False
17.20205, 0.9437063, 1.205661, False
17.64976, 1.996918, 0.6831821, False
18.58382, 2.117919, 0.8005534, False
19.25467, 2.585631, 0.435051, False
19.95332, 3.160887, 0.9749558, False
19.53294, 3.972174, 0.4525062, False
19.00895, 4.571929, 0.7403167, False
18.39242, 5.083593, 0.4620665, False
